--- 分析日志 for: .\VAH16.csv ---
--- 协议: CC charge current 1.5C ---

发现 3943 个由Ns变化定义的片段。

片段 #     | 起始时间(s)         | 持续(s)      | 状态标签                                | 依据 (I, V, P)
102      | 100791.54       | 1712.68    | 恒压充电 (CV Charge)                    | I= 1215.1mA, V=4.20V, P=  5.10W
103      | 102534.21       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
104      | 103404.27       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14335.4mA, V=3.75V, P=-53.68W
105      | 103479.22       | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4265.2mA, V=3.81V, P=-16.25W
106      | 104279.21       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16133.6mA, V=3.28V, P=-52.63W
107      | 104414.21       | 929.22     | 静置 (Rest)                           | I=    0.0mA, V=3.67V, P=  0.00W
108      | 105373.43       | 847.51     | 恒流充电 (CC Charge)                    | I= 4488.9mA, V=4.01V, P= 18.02W
109      | 106250.95       | 1801.56    | 恒压充电 (CV Charge)                    | I= 1160.5mA, V=4.20V, P=  4.87W
110      | 108082.51       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
111      | 108952.56       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14334.5mA, V=3.75V, P=-53.68W
112      | 109027.51       | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4264.8mA, V=3.81V, P=-16.25W
113      | 109827.51       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16134.7mA, V=3.27V, P=-52.63W
114      | 109962.51       | 848.87     | 静置 (Rest)                           | I=    0.0mA, V=3.67V, P=  0.00W
115      | 110841.38       | 845.80     | 恒流充电 (CC Charge)                    | I= 4488.8mA, V=4.01V, P= 18.02W
116      | 111717.18       | 1796.28    | 恒压充电 (CV Charge)                    | I= 1176.3mA, V=4.20V, P=  4.94W
117      | 113543.46       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
118      | 114413.51       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14335.5mA, V=3.75V, P=-53.68W
119      | 114488.46       | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4265.0mA, V=3.81V, P=-16.25W
120      | 115288.46       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16142.4mA, V=3.27V, P=-52.63W
121      | 115423.46       | 913.03     | 静置 (Rest)                           | I=    0.0mA, V=3.67V, P=  0.00W
122      | 116366.49       | 845.43     | 恒流充电 (CC Charge)                    | I= 4489.0mA, V=4.01V, P= 18.02W
123      | 117241.92       | 1809.54    | 恒压充电 (CV Charge)                    | I= 1160.6mA, V=4.20V, P=  4.87W
124      | 119081.45       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
125      | 119951.50       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14340.2mA, V=3.75V, P=-53.68W
126      | 120026.45       | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4265.5mA, V=3.81V, P=-16.25W
127      | 120826.45       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16155.5mA, V=3.27V, P=-52.63W
128      | 120961.45       | 824.00     | 静置 (Rest)                           | I=    0.0mA, V=3.67V, P=  0.00W
129      | 121815.45       | 845.76     | 恒流充电 (CC Charge)                    | I= 4489.2mA, V=4.01V, P= 18.02W
130      | 122691.21       | 1809.22    | 恒压充电 (CV Charge)                    | I= 1160.8mA, V=4.20V, P=  4.88W
131      | 124530.42       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
132      | 125400.47       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14343.6mA, V=3.75V, P=-53.68W
133      | 125475.43       | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4265.9mA, V=3.81V, P=-16.25W
134      | 126275.42       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16161.0mA, V=3.27V, P=-52.63W
135      | 126410.42       | 882.36     | 静置 (Rest)                           | I=    0.0mA, V=3.67V, P=  0.00W
136      | 127322.79       | 845.49     | 恒流充电 (CC Charge)                    | I= 4489.2mA, V=4.01V, P= 18.02W
137      | 128198.28       | 1815.69    | 恒压充电 (CV Charge)                    | I= 1160.8mA, V=4.20V, P=  4.87W
138      | 130043.97       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
139      | 130914.01       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14346.0mA, V=3.75V, P=-53.68W
140      | 130988.97       | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4266.4mA, V=3.81V, P=-16.25W
141      | 131788.97       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16168.2mA, V=3.27V, P=-52.63W
142      | 131923.96       | 880.54     | 静置 (Rest)                           | I=    0.0mA, V=3.67V, P=  0.00W
143      | 132834.50       | 846.11     | 恒流充电 (CC Charge)                    | I= 4489.1mA, V=4.01V, P= 18.02W
144      | 133710.61       | 1817.33    | 恒压充电 (CV Charge)                    | I= 1160.9mA, V=4.20V, P=  4.88W
145      | 135557.93       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
146      | 136427.98       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14347.0mA, V=3.74V, P=-53.68W
147      | 136502.94       | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4267.0mA, V=3.81V, P=-16.25W
148      | 137302.94       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16175.3mA, V=3.27V, P=-52.63W
149      | 137437.93       | 837.25     | 静置 (Rest)                           | I=    0.0mA, V=3.67V, P=  0.00W
150      | 138305.19       | 846.50     | 恒流充电 (CC Charge)                    | I= 4489.4mA, V=4.01V, P= 18.02W
151      | 139181.69       | 1816.20    | 恒压充电 (CV Charge)                    | I= 1160.7mA, V=4.20V, P=  4.87W
152      | 141027.89       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
153      | 141897.93       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14346.8mA, V=3.75V, P=-53.68W
154      | 141972.89       | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4266.9mA, V=3.81V, P=-16.25W
155      | 142772.89       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16177.1mA, V=3.27V, P=-52.63W
156      | 142907.89       | 869.71     | 静置 (Rest)                           | I=    0.0mA, V=3.67V, P=  0.00W
157      | 143807.60       | 846.02     | 恒流充电 (CC Charge)                    | I= 4488.7mA, V=4.01V, P= 18.02W
158      | 144683.62       | 1817.59    | 恒压充电 (CV Charge)                    | I= 1161.0mA, V=4.20V, P=  4.88W
159      | 146531.21       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
160      | 147401.26       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14347.1mA, V=3.74V, P=-53.68W
161      | 147476.21       | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4266.7mA, V=3.81V, P=-16.25W
162      | 148276.21       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16180.0mA, V=3.27V, P=-52.63W
163      | 148411.21       | 790.27     | 静置 (Rest)                           | I=    0.0mA, V=3.67V, P=  0.00W
164      | 149231.48       | 847.04     | 恒流充电 (CC Charge)                    | I= 4488.7mA, V=4.01V, P= 18.01W
165      | 150108.52       | 1817.02    | 恒压充电 (CV Charge)                    | I= 1158.8mA, V=4.20V, P=  4.87W
166      | 151955.54       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
167      | 152825.59       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14348.9mA, V=3.74V, P=-53.68W
168      | 152900.54       | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4267.0mA, V=3.81V, P=-16.25W
169      | 153700.54       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16185.9mA, V=3.27V, P=-52.63W
170      | 153835.54       | 853.68     | 静置 (Rest)                           | I=    0.0mA, V=3.67V, P=  0.00W
171      | 154719.22       | 846.88     | 恒流充电 (CC Charge)                    | I= 4488.7mA, V=4.01V, P= 18.01W
172      | 155596.11       | 1824.12    | 恒压充电 (CV Charge)                    | I= 1159.6mA, V=4.20V, P=  4.87W
173      | 157450.22       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
174      | 158320.27       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14352.6mA, V=3.74V, P=-53.68W
175      | 158395.23       | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4267.3mA, V=3.81V, P=-16.25W
176      | 159195.22       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16192.7mA, V=3.26V, P=-52.63W
177      | 159330.22       | 870.50     | 静置 (Rest)                           | I=    0.0mA, V=3.67V, P=  0.00W
178      | 160230.73       | 846.74     | 恒流充电 (CC Charge)                    | I= 4489.1mA, V=4.01V, P= 18.02W
179      | 161107.47       | 1827.28    | 恒压充电 (CV Charge)                    | I= 1160.5mA, V=4.20V, P=  4.87W
180      | 162964.75       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
181      | 163834.80       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14356.0mA, V=3.74V, P=-53.68W
182      | 163909.75       | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4268.3mA, V=3.81V, P=-16.25W
183      | 164709.75       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16201.7mA, V=3.26V, P=-52.63W
184      | 164844.75       | 851.90     | 静置 (Rest)                           | I=    0.0mA, V=3.67V, P=  0.00W
185      | 165726.65       | 847.21     | 恒流充电 (CC Charge)                    | I= 4489.3mA, V=4.01V, P= 18.02W
186      | 166603.86       | 1828.80    | 恒压充电 (CV Charge)                    | I= 1160.4mA, V=4.20V, P=  4.87W
187      | 168462.65       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
188      | 169332.70       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14356.0mA, V=3.74V, P=-53.68W
189      | 169407.66       | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4267.9mA, V=3.81V, P=-16.25W
190      | 170207.65       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16203.7mA, V=3.26V, P=-52.63W
191      | 170342.65       | 843.09     | 静置 (Rest)                           | I=    0.0mA, V=3.67V, P=  0.00W
192      | 171215.74       | 847.22     | 恒流充电 (CC Charge)                    | I= 4489.1mA, V=4.01V, P= 18.01W
193      | 172092.96       | 1830.27    | 恒压充电 (CV Charge)                    | I= 1143.5mA, V=4.20V, P=  4.80W
194      | 173953.24       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
195      | 174823.29       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14352.4mA, V=3.74V, P=-53.68W
196      | 174898.24       | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4267.5mA, V=3.81V, P=-16.25W
197      | 175698.24       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16197.3mA, V=3.26V, P=-52.63W
198      | 175833.24       | 814.41     | 静置 (Rest)                           | I=    0.0mA, V=3.67V, P=  0.00W
199      | 176677.64       | 848.25     | 恒流充电 (CC Charge)                    | I= 4488.8mA, V=4.01V, P= 18.01W
200      | 177555.89       | 1819.47    | 恒压充电 (CV Charge)                    | I= 1157.0mA, V=4.20V, P=  4.86W
201      | 179405.36       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
202      | 180275.41       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14349.9mA, V=3.74V, P=-53.68W
203      | 180350.36       | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4267.0mA, V=3.81V, P=-16.25W
204      | 181150.36       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16194.4mA, V=3.26V, P=-52.63W
205      | 181285.36       | 915.03     | 静置 (Rest)                           | I=    0.0mA, V=3.67V, P=  0.00W
206      | 182230.39       | 848.30     | 恒流充电 (CC Charge)                    | I= 4488.9mA, V=4.01V, P= 18.01W
207      | 183108.69       | 1818.46    | 恒压充电 (CV Charge)                    | I= 1157.1mA, V=4.20V, P=  4.86W
208      | 184957.16       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
209      | 185827.20       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14325.3mA, V=3.75V, P=-53.61W
210      | 185902.16       | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4266.8mA, V=3.81V, P=-16.25W
211      | 186702.16       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16191.4mA, V=3.26V, P=-52.63W
212      | 186837.15       | 938.62     | 静置 (Rest)                           | I=    0.0mA, V=3.67V, P=  0.00W
213      | 187805.77       | 849.04     | 恒流充电 (CC Charge)                    | I= 4488.9mA, V=4.01V, P= 18.01W
214      | 188684.81       | 1703.63    | 恒压充电 (CV Charge)                    | I= 1227.9mA, V=4.20V, P=  5.16W
215      | 190418.44       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
216      | 191288.50       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14347.8mA, V=3.75V, P=-53.69W
217      | 191363.45       | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4267.7mA, V=3.81V, P=-16.25W
218      | 192163.44       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16197.8mA, V=3.26V, P=-52.63W
219      | 192298.44       | 943.82     | 静置 (Rest)                           | I=    0.0mA, V=3.67V, P=  0.00W
220      | 193272.26       | 851.90     | 恒流充电 (CC Charge)                    | I= 4489.1mA, V=4.01V, P= 18.01W
221      | 194154.16       | 1814.22    | 恒压充电 (CV Charge)                    | I= 1156.4mA, V=4.20V, P=  4.86W
222      | 195998.38       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
223      | 196868.43       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14345.4mA, V=3.75V, P=-53.69W
224      | 196943.39       | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4266.9mA, V=3.81V, P=-16.25W
225      | 197743.38       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16195.1mA, V=3.26V, P=-52.63W
226      | 197878.38       | 856.86     | 静置 (Rest)                           | I=    0.0mA, V=3.67V, P=  0.00W
227      | 198765.24       | 848.52     | 恒流充电 (CC Charge)                    | I= 4489.0mA, V=4.01V, P= 18.01W
228      | 199643.76       | 1820.54    | 恒压充电 (CV Charge)                    | I= 1156.2mA, V=4.20V, P=  4.86W
229      | 201494.29       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
230      | 202364.34       | 74.96      | 任务剖面: 起飞 (Take-off)                 | I=-14350.7mA, V=3.74V, P=-53.68W
231      | 202439.30       | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4267.8mA, V=3.81V, P=-16.25W
232      | 203239.29       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16205.3mA, V=3.26V, P=-52.63W
233      | 203374.29       | 899.23     | 静置 (Rest)                           | I=    0.0mA, V=3.67V, P=  0.00W
