--- 分析日志 for: .\VAH12.csv ---
--- 协议: Short cruise (400 sec) ---

发现 16583 个由Ns变化定义的片段。

片段 #     | 起始时间(s)         | 持续(s)      | 状态标签                                | 依据 (I, V, P)
21       | 38256.22        | 400.00     | 任务剖面: 巡航 (Cruise)                   | I=-4223.4mA, V=3.89V, P=-16.40W
22       | 38656.22        | 105.00     | 任务剖面: 降落 (Landing)                  | I=-15109.4mA, V=3.49V, P=-52.54W
23       | 38791.22        | 907.81     | 静置 (Rest)                           | I=    0.0mA, V=3.83V, P=  0.00W
24       | 39729.02        | 876.92     | 恒流充电 (CC Charge)                    | I= 3003.8mA, V=4.07V, P= 12.23W
25       | 40635.94        | 1582.35    | 恒压充电 (CV Charge)                    | I=  995.9mA, V=4.20V, P=  4.18W
26       | 42248.30        | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
27       | 43118.34        | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14292.7mA, V=3.75V, P=-53.53W
28       | 43193.30        | 400.00     | 任务剖面: 巡航 (Cruise)                   | I=-4220.9mA, V=3.89V, P=-16.40W
29       | 43593.30        | 105.00     | 任务剖面: 降落 (Landing)                  | I=-15105.7mA, V=3.49V, P=-52.55W
30       | 43728.29        | 940.97     | 静置 (Rest)                           | I=    0.0mA, V=3.83V, P=  0.00W
31       | 44699.27        | 877.27     | 恒流充电 (CC Charge)                    | I= 3004.3mA, V=4.07V, P= 12.23W
32       | 45606.53        | 1568.75    | 恒压充电 (CV Charge)                    | I=  991.8mA, V=4.20V, P=  4.17W
33       | 47205.29        | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
34       | 48075.33        | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14311.4mA, V=3.75V, P=-53.61W
35       | 48150.29        | 400.00     | 任务剖面: 巡航 (Cruise)                   | I=-4220.8mA, V=3.89V, P=-16.40W
36       | 48550.29        | 105.00     | 任务剖面: 降落 (Landing)                  | I=-15109.3mA, V=3.49V, P=-52.55W
37       | 48685.28        | 966.18     | 静置 (Rest)                           | I=    0.0mA, V=3.83V, P=  0.00W
38       | 49681.47        | 879.69     | 恒流充电 (CC Charge)                    | I= 3004.4mA, V=4.07V, P= 12.23W
39       | 50591.16        | 1574.12    | 恒压充电 (CV Charge)                    | I=  986.8mA, V=4.20V, P=  4.14W
40       | 52195.28        | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
41       | 53065.32        | 74.96      | 任务剖面: 起飞 (Take-off)                 | I=-14307.6mA, V=3.75V, P=-53.61W
42       | 53140.28        | 400.00     | 任务剖面: 巡航 (Cruise)                   | I=-4219.8mA, V=3.89V, P=-16.40W
43       | 53540.28        | 105.00     | 任务剖面: 降落 (Landing)                  | I=-15112.7mA, V=3.49V, P=-52.55W
44       | 53675.28        | 971.44     | 静置 (Rest)                           | I=    0.0mA, V=3.83V, P=  0.00W
45       | 54676.72        | 881.19     | 恒流充电 (CC Charge)                    | I= 3003.7mA, V=4.07V, P= 12.23W
46       | 55587.91        | 1574.04    | 恒压充电 (CV Charge)                    | I=  983.8mA, V=4.20V, P=  4.13W
47       | 57191.94        | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
48       | 58061.99        | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14283.5mA, V=3.75V, P=-53.54W
49       | 58136.94        | 400.00     | 任务剖面: 巡航 (Cruise)                   | I=-4219.9mA, V=3.89V, P=-16.40W
50       | 58536.94        | 105.00     | 任务剖面: 降落 (Landing)                  | I=-15116.2mA, V=3.49V, P=-52.54W
51       | 58671.94        | 952.05     | 静置 (Rest)                           | I=    0.0mA, V=3.83V, P=  0.00W
52       | 59653.99        | 881.39     | 恒流充电 (CC Charge)                    | I= 3004.4mA, V=4.07V, P= 12.23W
53       | 60565.38        | 1574.25    | 恒压充电 (CV Charge)                    | I=  983.4mA, V=4.20V, P=  4.13W
54       | 62169.63        | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
55       | 63039.68        | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14303.7mA, V=3.75V, P=-53.62W
56       | 63114.63        | 400.00     | 任务剖面: 巡航 (Cruise)                   | I=-4220.0mA, V=3.89V, P=-16.40W
57       | 63514.63        | 105.00     | 任务剖面: 降落 (Landing)                  | I=-15119.1mA, V=3.49V, P=-52.55W
58       | 63649.63        | 943.16     | 静置 (Rest)                           | I=    0.0mA, V=3.83V, P=  0.00W
59       | 64622.79        | 881.80     | 恒流充电 (CC Charge)                    | I= 3004.1mA, V=4.07V, P= 12.23W
60       | 65534.59        | 1557.91    | 恒压充电 (CV Charge)                    | I=  997.7mA, V=4.20V, P=  4.19W
61       | 67122.50        | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
62       | 67992.55        | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14300.3mA, V=3.75V, P=-53.62W
63       | 68067.51        | 400.00     | 任务剖面: 巡航 (Cruise)                   | I=-4218.9mA, V=3.89V, P=-16.40W
64       | 68467.50        | 105.00     | 任务剖面: 降落 (Landing)                  | I=-15117.5mA, V=3.49V, P=-52.55W
65       | 68602.50        | 965.52     | 静置 (Rest)                           | I=    0.0mA, V=3.83V, P=  0.00W
66       | 69598.02        | 883.11     | 恒流充电 (CC Charge)                    | I= 3004.2mA, V=4.07V, P= 12.23W
67       | 70511.13        | 1381.91    | 恒压充电 (CV Charge)                    | I= 1085.7mA, V=4.20V, P=  4.56W
68       | 71923.03        | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
69       | 72793.08        | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14309.6mA, V=3.75V, P=-53.62W
70       | 72868.04        | 400.00     | 任务剖面: 巡航 (Cruise)                   | I=-4221.7mA, V=3.89V, P=-16.40W
71       | 73268.03        | 105.00     | 任务剖面: 降落 (Landing)                  | I=-15138.3mA, V=3.48V, P=-52.55W
72       | 73403.03        | 887.88     | 静置 (Rest)                           | I=    0.0mA, V=3.83V, P=  0.00W
73       | 74320.91        | 888.47     | 恒流充电 (CC Charge)                    | I= 3004.0mA, V=4.07V, P= 12.22W
74       | 75239.38        | 1589.87    | 恒压充电 (CV Charge)                    | I=  983.8mA, V=4.20V, P=  4.13W
75       | 76859.25        | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
76       | 77729.29        | 74.96      | 任务剖面: 起飞 (Take-off)                 | I=-14318.2mA, V=3.75V, P=-53.61W
77       | 77804.25        | 400.00     | 任务剖面: 巡航 (Cruise)                   | I=-4222.5mA, V=3.89V, P=-16.40W
78       | 78204.25        | 105.00     | 任务剖面: 降落 (Landing)                  | I=-15147.6mA, V=3.48V, P=-52.55W
79       | 78339.25        | 838.90     | 静置 (Rest)                           | I=    0.0mA, V=3.83V, P=  0.00W
80       | 79208.15        | 885.51     | 恒流充电 (CC Charge)                    | I= 3003.8mA, V=4.07V, P= 12.22W
81       | 80123.66        | 1563.19    | 恒压充电 (CV Charge)                    | I=  978.8mA, V=4.20V, P=  4.11W
82       | 81716.84        | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
83       | 82586.89        | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14305.5mA, V=3.75V, P=-53.62W
84       | 82661.85        | 400.00     | 任务剖面: 巡航 (Cruise)                   | I=-4219.9mA, V=3.89V, P=-16.40W
85       | 83061.84        | 105.00     | 任务剖面: 降落 (Landing)                  | I=-15135.4mA, V=3.48V, P=-52.55W
86       | 83196.84        | 903.25     | 静置 (Rest)                           | I=    0.0mA, V=3.83V, P=  0.00W
87       | 84130.09        | 886.82     | 恒流充电 (CC Charge)                    | I= 3003.9mA, V=4.07V, P= 12.22W
88       | 85046.91        | 1567.32    | 恒压充电 (CV Charge)                    | I=  975.6mA, V=4.20V, P=  4.10W
89       | 86644.22        | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
90       | 87514.27        | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14296.7mA, V=3.75V, P=-53.62W
91       | 87589.23        | 400.00     | 任务剖面: 巡航 (Cruise)                   | I=-4219.2mA, V=3.89V, P=-16.40W
92       | 87989.22        | 105.00     | 任务剖面: 降落 (Landing)                  | I=-15127.8mA, V=3.48V, P=-52.56W
93       | 88124.22        | 992.79     | 静置 (Rest)                           | I=    0.0mA, V=3.83V, P=  0.00W
94       | 89147.01        | 886.32     | 恒流充电 (CC Charge)                    | I= 3004.0mA, V=4.07V, P= 12.22W
95       | 90063.33        | 1578.58    | 恒压充电 (CV Charge)                    | I=  973.8mA, V=4.20V, P=  4.09W
96       | 91671.92        | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
97       | 92541.97        | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14295.7mA, V=3.75V, P=-53.62W
98       | 92616.92        | 400.00     | 任务剖面: 巡航 (Cruise)                   | I=-4219.3mA, V=3.89V, P=-16.40W
99       | 93016.92        | 105.00     | 任务剖面: 降落 (Landing)                  | I=-15128.1mA, V=3.48V, P=-52.56W
100      | 93151.92        | 1011.76    | 静置 (Rest)                           | I=    0.0mA, V=3.83V, P=  0.00W
101      | 94193.67        | 888.58     | 恒流充电 (CC Charge)                    | I= 3003.9mA, V=4.07V, P= 12.22W
102      | 95112.26        | 1571.05    | 恒压充电 (CV Charge)                    | I=  969.0mA, V=4.20V, P=  4.07W
103      | 96713.31        | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
104      | 97583.36        | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14294.6mA, V=3.75V, P=-53.62W
105      | 97658.31        | 400.00     | 任务剖面: 巡航 (Cruise)                   | I=-4219.2mA, V=3.89V, P=-16.40W
106      | 98058.31        | 105.00     | 任务剖面: 降落 (Landing)                  | I=-15130.6mA, V=3.48V, P=-52.55W
107      | 98193.31        | 982.84     | 静置 (Rest)                           | I=    0.0mA, V=3.83V, P=  0.00W
108      | 99206.15        | 888.34     | 恒流充电 (CC Charge)                    | I= 3004.0mA, V=4.07V, P= 12.22W
109      | 100124.48       | 1549.82    | 恒压充电 (CV Charge)                    | I=  985.7mA, V=4.20V, P=  4.14W
110      | 101704.31       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
111      | 102574.36       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14292.8mA, V=3.75V, P=-53.62W
112      | 102649.31       | 400.00     | 任务剖面: 巡航 (Cruise)                   | I=-4219.0mA, V=3.89V, P=-16.40W
113      | 103049.31       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-15131.1mA, V=3.48V, P=-52.56W
114      | 103184.31       | 1003.39    | 静置 (Rest)                           | I=    0.0mA, V=3.83V, P=  0.00W
115      | 104217.70       | 888.40     | 恒流充电 (CC Charge)                    | I= 3004.3mA, V=4.07V, P= 12.22W
116      | 105136.10       | 1590.28    | 恒压充电 (CV Charge)                    | I=  955.3mA, V=4.20V, P=  4.01W
117      | 106756.38       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
118      | 107626.42       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14290.8mA, V=3.76V, P=-53.62W
119      | 107701.38       | 400.00     | 任务剖面: 巡航 (Cruise)                   | I=-4218.6mA, V=3.89V, P=-16.40W
120      | 108101.38       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-15130.6mA, V=3.48V, P=-52.55W
121      | 108236.38       | 982.62     | 静置 (Rest)                           | I=    0.0mA, V=3.83V, P=  0.00W
122      | 109249.00       | 887.02     | 恒流充电 (CC Charge)                    | I= 3004.1mA, V=4.07V, P= 12.22W
123      | 110166.01       | 1574.58    | 恒压充电 (CV Charge)                    | I=  969.5mA, V=4.20V, P=  4.07W
124      | 111770.60       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
125      | 112640.65       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14291.9mA, V=3.75V, P=-53.62W
126      | 112715.60       | 400.00     | 任务剖面: 巡航 (Cruise)                   | I=-4218.8mA, V=3.89V, P=-16.40W
127      | 113115.60       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-15133.8mA, V=3.48V, P=-52.56W
128      | 113250.60       | 976.53     | 静置 (Rest)                           | I=    0.0mA, V=3.83V, P=  0.00W
129      | 114257.12       | 886.63     | 恒流充电 (CC Charge)                    | I= 3003.9mA, V=4.07V, P= 12.22W
130      | 115173.75       | 1590.93    | 恒压充电 (CV Charge)                    | I=  955.8mA, V=4.20V, P=  4.01W
131      | 116794.68       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
132      | 117664.73       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14282.6mA, V=3.75V, P=-53.55W
133      | 117739.68       | 400.00     | 任务剖面: 巡航 (Cruise)                   | I=-4220.8mA, V=3.89V, P=-16.40W
134      | 118139.68       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-15149.5mA, V=3.48V, P=-52.55W
135      | 118274.68       | 889.63     | 静置 (Rest)                           | I=    0.0mA, V=3.83V, P=  0.00W
136      | 119194.31       | 885.35     | 恒流充电 (CC Charge)                    | I= 3004.0mA, V=4.07V, P= 12.22W
137      | 120109.66       | 1608.97    | 恒压充电 (CV Charge)                    | I=  958.4mA, V=4.20V, P=  4.03W
138      | 121748.63       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
139      | 122618.67       | 74.96      | 任务剖面: 起飞 (Take-off)                 | I=-14315.1mA, V=3.75V, P=-53.62W
140      | 122693.63       | 400.00     | 任务剖面: 巡航 (Cruise)                   | I=-4222.4mA, V=3.89V, P=-16.40W
141      | 123093.63       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-15164.5mA, V=3.48V, P=-52.55W
142      | 123228.63       | 828.79     | 静置 (Rest)                           | I=    0.0mA, V=3.83V, P=  0.00W
143      | 124087.41       | 886.63     | 恒流充电 (CC Charge)                    | I= 3004.1mA, V=4.07V, P= 12.22W
144      | 125004.04       | 1597.61    | 恒压充电 (CV Charge)                    | I=  958.3mA, V=4.20V, P=  4.03W
145      | 126631.65       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
146      | 127501.69       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14311.3mA, V=3.75V, P=-53.62W
147      | 127576.65       | 400.00     | 任务剖面: 巡航 (Cruise)                   | I=-4221.6mA, V=3.89V, P=-16.40W
148      | 127976.65       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-15157.8mA, V=3.48V, P=-52.55W
149      | 128111.64       | 888.32     | 静置 (Rest)                           | I=    0.0mA, V=3.83V, P=  0.00W
150      | 129029.96       | 889.79     | 恒流充电 (CC Charge)                    | I= 3004.2mA, V=4.07V, P= 12.22W
151      | 129949.75       | 1587.70    | 恒压充电 (CV Charge)                    | I=  969.2mA, V=4.20V, P=  4.07W
152      | 131567.45       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
153      | 132437.50       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14301.2mA, V=3.75V, P=-53.62W
154      | 132512.45       | 400.00     | 任务剖面: 巡航 (Cruise)                   | I=-4220.2mA, V=3.89V, P=-16.40W
155      | 132912.45       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-15148.5mA, V=3.48V, P=-52.55W
156      | 133047.45       | 937.20     | 静置 (Rest)                           | I=    0.0mA, V=3.83V, P=  0.00W
157      | 134014.65       | 889.92     | 恒流充电 (CC Charge)                    | I= 3004.1mA, V=4.07V, P= 12.22W
158      | 134934.57       | 1442.40    | 恒压充电 (CV Charge)                    | I= 1033.8mA, V=4.20V, P=  4.34W
159      | 136406.97       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
160      | 137277.03       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14301.8mA, V=3.75V, P=-53.62W
161      | 137351.98       | 400.00     | 任务剖面: 巡航 (Cruise)                   | I=-4220.9mA, V=3.89V, P=-16.40W
162      | 137751.98       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-15154.5mA, V=3.48V, P=-52.55W
163      | 137886.97       | 985.24     | 静置 (Rest)                           | I=    0.0mA, V=3.83V, P=  0.00W
164      | 138902.22       | 895.66     | 恒流充电 (CC Charge)                    | I= 3003.8mA, V=4.06V, P= 12.21W
165      | 139827.87       | 1591.56    | 恒压充电 (CV Charge)                    | I=  951.9mA, V=4.20V, P=  4.00W
166      | 141449.43       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
167      | 142319.48       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14301.2mA, V=3.75V, P=-53.63W
168      | 142394.44       | 400.00     | 任务剖面: 巡航 (Cruise)                   | I=-4220.4mA, V=3.89V, P=-16.40W
169      | 142794.43       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-15149.5mA, V=3.48V, P=-52.55W
170      | 142929.43       | 987.82     | 静置 (Rest)                           | I=    0.0mA, V=3.83V, P=  0.00W
171      | 143947.25       | 889.22     | 恒流充电 (CC Charge)                    | I= 3004.3mA, V=4.07V, P= 12.22W
172      | 144866.47       | 1572.25    | 恒压充电 (CV Charge)                    | I=  968.1mA, V=4.20V, P=  4.07W
173      | 146468.72       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
174      | 147338.77       | 74.96      | 任务剖面: 起飞 (Take-off)                 | I=-14302.1mA, V=3.75V, P=-53.62W
175      | 147413.73       | 400.00     | 任务剖面: 巡航 (Cruise)                   | I=-4220.4mA, V=3.89V, P=-16.40W
176      | 147813.72       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-15155.4mA, V=3.48V, P=-52.56W
177      | 147948.72       | 942.94     | 静置 (Rest)                           | I=    0.0mA, V=3.83V, P=  0.00W
178      | 148921.66       | 891.46     | 恒流充电 (CC Charge)                    | I= 3004.0mA, V=4.07V, P= 12.21W
179      | 149843.13       | 1463.75    | 恒压充电 (CV Charge)                    | I= 1032.7mA, V=4.20V, P=  4.34W
180      | 151336.88       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
181      | 152206.93       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14306.0mA, V=3.75V, P=-53.63W
182      | 152281.88       | 400.00     | 任务剖面: 巡航 (Cruise)                   | I=-4222.8mA, V=3.89V, P=-16.41W
183      | 152681.88       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-15159.8mA, V=3.48V, P=-52.55W
184      | 152816.88       | 960.37     | 静置 (Rest)                           | I=    0.0mA, V=3.83V, P=  0.00W
185      | 153807.25       | 895.00     | 恒流充电 (CC Charge)                    | I= 3003.8mA, V=4.06V, P= 12.21W
186      | 154732.24       | 1604.29    | 恒压充电 (CV Charge)                    | I=  952.5mA, V=4.20V, P=  4.00W
187      | 156366.54       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
188      | 157236.58       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14301.6mA, V=3.75V, P=-53.63W
189      | 157311.54       | 400.00     | 任务剖面: 巡航 (Cruise)                   | I=-4220.8mA, V=3.89V, P=-16.40W
190      | 157711.54       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-15156.7mA, V=3.48V, P=-52.56W
191      | 157846.54       | 953.14     | 静置 (Rest)                           | I=    0.0mA, V=3.83V, P=  0.00W
192      | 158829.68       | 888.39     | 恒流充电 (CC Charge)                    | I= 3004.2mA, V=4.07V, P= 12.21W
193      | 159748.07       | 1616.90    | 恒压充电 (CV Charge)                    | I=  952.6mA, V=4.20V, P=  4.00W
194      | 161394.96       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
195      | 162265.01       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14292.9mA, V=3.75V, P=-53.55W
196      | 162339.97       | 400.00     | 任务剖面: 巡航 (Cruise)                   | I=-4222.1mA, V=3.89V, P=-16.40W
197      | 162739.96       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-15173.3mA, V=3.47V, P=-52.55W
198      | 162874.96       | 865.89     | 静置 (Rest)                           | I=    0.0mA, V=3.83V, P=  0.00W
199      | 163770.86       | 886.40     | 恒流充电 (CC Charge)                    | I= 3004.1mA, V=4.07V, P= 12.21W
200      | 164687.25       | 1632.97    | 恒压充电 (CV Charge)                    | I=  942.6mA, V=4.20V, P=  3.96W
201      | 166350.22       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
202      | 167220.27       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14304.2mA, V=3.75V, P=-53.55W
203      | 167295.22       | 400.00     | 任务剖面: 巡航 (Cruise)                   | I=-4224.0mA, V=3.89V, P=-16.40W
204      | 167695.22       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-15189.2mA, V=3.47V, P=-52.56W
205      | 167830.22       | 793.68     | 静置 (Rest)                           | I=    0.0mA, V=3.83V, P=  0.00W
206      | 168653.90       | 887.55     | 恒流充电 (CC Charge)                    | I= 3004.2mA, V=4.06V, P= 12.21W
207      | 169571.45       | 1639.61    | 恒压充电 (CV Charge)                    | I=  941.9mA, V=4.20V, P=  3.96W
208      | 171241.06       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
209      | 172111.10       | 74.96      | 任务剖面: 起飞 (Take-off)                 | I=-14317.9mA, V=3.75V, P=-53.62W
210      | 172186.06       | 400.00     | 任务剖面: 巡航 (Cruise)                   | I=-4223.0mA, V=3.89V, P=-16.40W
211      | 172586.06       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-15178.6mA, V=3.47V, P=-52.56W
212      | 172721.05       | 868.79     | 静置 (Rest)                           | I=    0.0mA, V=3.83V, P=  0.00W
213      | 173619.84       | 890.24     | 恒流充电 (CC Charge)                    | I= 3003.8mA, V=4.06V, P= 12.21W
214      | 174540.08       | 1597.53    | 恒压充电 (CV Charge)                    | I=  951.8mA, V=4.20V, P=  4.00W
215      | 176167.61       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
216      | 177037.66       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14307.7mA, V=3.75V, P=-53.62W
217      | 177112.61       | 400.00     | 任务剖面: 巡航 (Cruise)                   | I=-4221.2mA, V=3.89V, P=-16.40W
218      | 177512.61       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-15166.4mA, V=3.48V, P=-52.56W
219      | 177647.61       | 946.44     | 静置 (Rest)                           | I=    0.0mA, V=3.83V, P=  0.00W
220      | 178624.05       | 892.44     | 恒流充电 (CC Charge)                    | I= 3003.6mA, V=4.06V, P= 12.21W
221      | 179546.49       | 1610.19    | 恒压充电 (CV Charge)                    | I=  948.6mA, V=4.20V, P=  3.98W
222      | 181186.68       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
223      | 182056.73       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14303.8mA, V=3.75V, P=-53.63W
224      | 182131.68       | 400.00     | 任务剖面: 巡航 (Cruise)                   | I=-4221.3mA, V=3.89V, P=-16.40W
225      | 182531.68       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-15161.8mA, V=3.48V, P=-52.56W
226      | 182666.68       | 1003.00    | 静置 (Rest)                           | I=    0.0mA, V=3.83V, P=  0.00W
227      | 183699.68       | 891.25     | 恒流充电 (CC Charge)                    | I= 3004.4mA, V=4.07V, P= 12.21W
228      | 184620.93       | 1615.53    | 恒压充电 (CV Charge)                    | I=  948.0mA, V=4.20V, P=  3.98W
229      | 186266.45       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
230      | 187136.50       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14299.1mA, V=3.75V, P=-53.62W
231      | 187211.45       | 400.00     | 任务剖面: 巡航 (Cruise)                   | I=-4220.5mA, V=3.89V, P=-16.40W
232      | 187611.45       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-15157.1mA, V=3.48V, P=-52.55W
233      | 187746.45       | 1013.03    | 静置 (Rest)                           | I=    0.0mA, V=3.83V, P=  0.00W
