--- 分析日志 for: VAH26.csv ---
--- 协议: Short cruise (600 sec) ---

清洗后发现 8185 个有效片段。

片段 #     | 起始时间(s)         | 持续(s)      | 状态标签                                | 依据 (I, V, P)
44       | 55377.44        | 629.88     | 静置 (Rest)                           | I=    0.0mA, V=3.75V, P=  0.00W
45       | 56037.32        | 1149.59    | 恒流充电 (CC Charge)                    | I= 3004.1mA, V=4.03V, P= 12.11W
46       | 57216.91        | 1731.99    | 恒压充电 (CV Charge)                    | I=  962.7mA, V=4.20V, P=  4.04W
47       | 58978.90        | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
48       | 59848.95        | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14352.0mA, V=3.74V, P=-53.60W
49       | 59923.90        | 600.00     | 任务剖面: 巡航 (Cruise)                   | I=-4237.5mA, V=3.85V, P=-16.29W
50       | 60523.90        | 105.00     | 任务剖面: 降落 (Landing)                  | I=-15600.0mA, V=3.37V, P=-52.45W
51       | 60658.90        | 653.34     | 静置 (Rest)                           | I=    0.0mA, V=3.75V, P=  0.00W
52       | 61342.24        | 1153.11    | 恒流充电 (CC Charge)                    | I= 3004.2mA, V=4.03V, P= 12.11W
53       | 62525.35        | 1581.40    | 恒压充电 (CV Charge)                    | I= 1033.7mA, V=4.20V, P=  4.34W
54       | 64136.75        | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
55       | 65006.80        | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14338.0mA, V=3.74V, P=-53.61W
56       | 65081.75        | 600.00     | 任务剖面: 巡航 (Cruise)                   | I=-4237.0mA, V=3.85V, P=-16.29W
57       | 65681.75        | 105.00     | 任务剖面: 降落 (Landing)                  | I=-15593.6mA, V=3.38V, P=-52.45W
58       | 65816.75        | 682.47     | 静置 (Rest)                           | I=    0.0mA, V=3.75V, P=  0.00W
59       | 66529.22        | 1160.06    | 恒流充电 (CC Charge)                    | I= 3004.5mA, V=4.03V, P= 12.11W
60       | 67719.28        | 1712.64    | 恒压充电 (CV Charge)                    | I=  951.9mA, V=4.20V, P=  4.00W
61       | 69461.91        | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
62       | 70331.96        | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14332.0mA, V=3.74V, P=-53.60W
63       | 70406.91        | 600.00     | 任务剖面: 巡航 (Cruise)                   | I=-4235.6mA, V=3.85V, P=-16.29W
64       | 71006.91        | 105.00     | 任务剖面: 降落 (Landing)                  | I=-15588.7mA, V=3.38V, P=-52.45W
65       | 71141.91        | 727.28     | 静置 (Rest)                           | I=    0.0mA, V=3.76V, P=  0.00W
66       | 71899.19        | 1158.28    | 恒流充电 (CC Charge)                    | I= 3003.9mA, V=4.03V, P= 12.11W
67       | 73087.47        | 1696.47    | 恒压充电 (CV Charge)                    | I=  960.3mA, V=4.20V, P=  4.03W
68       | 74813.95        | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
69       | 75684.00        | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14323.1mA, V=3.75V, P=-53.61W
70       | 75758.95        | 600.00     | 任务剖面: 巡航 (Cruise)                   | I=-4234.0mA, V=3.85V, P=-16.29W
71       | 76358.95        | 105.00     | 任务剖面: 降落 (Landing)                  | I=-15577.8mA, V=3.38V, P=-52.45W
72       | 76493.94        | 730.60     | 静置 (Rest)                           | I=    0.0mA, V=3.76V, P=  0.00W
73       | 77254.54        | 1164.03    | 恒流充电 (CC Charge)                    | I= 3004.3mA, V=4.03V, P= 12.11W
74       | 78448.57        | 1608.26    | 恒压充电 (CV Charge)                    | I=  994.9mA, V=4.20V, P=  4.18W
75       | 80086.83        | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
76       | 80956.88        | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14313.5mA, V=3.75V, P=-53.61W
77       | 81031.84        | 600.00     | 任务剖面: 巡航 (Cruise)                   | I=-4232.9mA, V=3.85V, P=-16.29W
78       | 81631.83        | 105.00     | 任务剖面: 降落 (Landing)                  | I=-15572.9mA, V=3.38V, P=-52.45W
79       | 81766.83        | 786.10     | 静置 (Rest)                           | I=    0.0mA, V=3.76V, P=  0.00W
80       | 82582.93        | 1165.94    | 恒流充电 (CC Charge)                    | I= 3004.5mA, V=4.03V, P= 12.11W
81       | 83778.87        | 1676.00    | 恒压充电 (CV Charge)                    | I=  964.6mA, V=4.20V, P=  4.05W
82       | 85484.87        | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
83       | 86354.92        | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14308.0mA, V=3.75V, P=-53.61W
84       | 86429.87        | 600.00     | 任务剖面: 巡航 (Cruise)                   | I=-4232.5mA, V=3.85V, P=-16.29W
85       | 87029.87        | 105.00     | 任务剖面: 降落 (Landing)                  | I=-15569.8mA, V=3.38V, P=-52.45W
86       | 87164.87        | 804.14     | 静置 (Rest)                           | I=    0.0mA, V=3.76V, P=  0.00W
87       | 87999.00        | 1162.78    | 恒流充电 (CC Charge)                    | I= 3004.0mA, V=4.03V, P= 12.11W
88       | 89191.78        | 1675.36    | 恒压充电 (CV Charge)                    | I=  964.6mA, V=4.20V, P=  4.05W
89       | 90897.15        | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
90       | 91767.20        | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14312.6mA, V=3.75V, P=-53.61W
91       | 91842.15        | 600.00     | 任务剖面: 巡航 (Cruise)                   | I=-4232.8mA, V=3.85V, P=-16.29W
92       | 92442.15        | 105.00     | 任务剖面: 降落 (Landing)                  | I=-15580.3mA, V=3.38V, P=-52.45W
93       | 92577.14        | 743.31     | 静置 (Rest)                           | I=    0.0mA, V=3.76V, P=  0.00W
94       | 93350.46        | 1161.14    | 恒流充电 (CC Charge)                    | I= 3004.1mA, V=4.03V, P= 12.10W
95       | 94541.60        | 1701.69    | 恒压充电 (CV Charge)                    | I=  951.6mA, V=4.20V, P=  4.00W
96       | 96273.28        | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
97       | 97143.33        | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14322.8mA, V=3.75V, P=-53.61W
98       | 97218.29        | 600.00     | 任务剖面: 巡航 (Cruise)                   | I=-4234.1mA, V=3.85V, P=-16.29W
99       | 97818.28        | 105.00     | 任务剖面: 降落 (Landing)                  | I=-15599.9mA, V=3.37V, P=-52.45W
100      | 97953.28        | 748.37     | 静置 (Rest)                           | I=    0.0mA, V=3.76V, P=  0.00W
101      | 98731.65        | 1159.31    | 恒流充电 (CC Charge)                    | I= 3004.3mA, V=4.03V, P= 12.11W
102      | 99920.96        | 1580.71    | 恒压充电 (CV Charge)                    | I= 1018.6mA, V=4.20V, P=  4.28W
103      | 101531.67       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
104      | 102401.72       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14330.9mA, V=3.74V, P=-53.61W
105      | 102476.67       | 600.00     | 任务剖面: 巡航 (Cruise)                   | I=-4236.6mA, V=3.85V, P=-16.29W
106      | 103076.67       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-15613.2mA, V=3.37V, P=-52.45W
107      | 103211.67       | 724.61     | 静置 (Rest)                           | I=    0.0mA, V=3.75V, P=  0.00W
108      | 103966.28       | 1164.92    | 恒流充电 (CC Charge)                    | I= 3004.3mA, V=4.03V, P= 12.10W
109      | 105161.20       | 1715.15    | 恒压充电 (CV Charge)                    | I=  942.9mA, V=4.20V, P=  3.96W
110      | 106906.35       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
111      | 107776.40       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14333.0mA, V=3.74V, P=-53.61W
112      | 107851.36       | 600.00     | 任务剖面: 巡航 (Cruise)                   | I=-4236.8mA, V=3.85V, P=-16.29W
113      | 108451.35       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-15620.6mA, V=3.37V, P=-52.45W
114      | 108586.35       | 671.62     | 静置 (Rest)                           | I=    0.0mA, V=3.75V, P=  0.00W
115      | 109287.98       | 1162.23    | 恒流充电 (CC Charge)                    | I= 3004.0mA, V=4.03V, P= 12.10W
116      | 110480.20       | 1714.41    | 恒压充电 (CV Charge)                    | I=  940.1mA, V=4.20V, P=  3.95W
117      | 112224.61       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
118      | 113094.66       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14331.1mA, V=3.74V, P=-53.61W
119      | 113169.61       | 600.00     | 任务剖面: 巡航 (Cruise)                   | I=-4235.5mA, V=3.85V, P=-16.29W
120      | 113769.61       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-15619.2mA, V=3.37V, P=-52.45W
121      | 113904.61       | 707.36     | 静置 (Rest)                           | I=    0.0mA, V=3.75V, P=  0.00W
122      | 114641.96       | 1161.77    | 恒流充电 (CC Charge)                    | I= 3003.9mA, V=4.03V, P= 12.10W
123      | 115833.73       | 1724.52    | 恒压充电 (CV Charge)                    | I=  939.8mA, V=4.20V, P=  3.95W
124      | 117588.25       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
125      | 118458.30       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14331.6mA, V=3.74V, P=-53.61W
126      | 118533.25       | 600.00     | 任务剖面: 巡航 (Cruise)                   | I=-4235.7mA, V=3.85V, P=-16.29W
127      | 119133.25       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-15622.6mA, V=3.37V, P=-52.45W
128      | 119268.25       | 706.12     | 静置 (Rest)                           | I=    0.0mA, V=3.75V, P=  0.00W
129      | 120004.37       | 1161.64    | 恒流充电 (CC Charge)                    | I= 3004.5mA, V=4.03V, P= 12.10W
130      | 121196.02       | 1712.36    | 恒压充电 (CV Charge)                    | I=  940.6mA, V=4.20V, P=  3.95W
131      | 122938.38       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
132      | 123808.43       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14335.8mA, V=3.74V, P=-53.61W
133      | 123883.38       | 600.00     | 任务剖面: 巡航 (Cruise)                   | I=-4236.7mA, V=3.85V, P=-16.29W
134      | 124483.38       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-15631.3mA, V=3.37V, P=-52.45W
135      | 124618.38       | 658.29     | 静置 (Rest)                           | I=    0.0mA, V=3.75V, P=  0.00W
136      | 125306.67       | 1163.50    | 恒流充电 (CC Charge)                    | I= 3004.0mA, V=4.03V, P= 12.10W
137      | 126500.17       | 1722.63    | 恒压充电 (CV Charge)                    | I=  938.9mA, V=4.20V, P=  3.94W
138      | 128252.80       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
139      | 129122.85       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14339.1mA, V=3.74V, P=-53.61W
140      | 129197.80       | 600.00     | 任务剖面: 巡航 (Cruise)                   | I=-4236.6mA, V=3.85V, P=-16.29W
141      | 129797.80       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-15636.8mA, V=3.37V, P=-52.45W
142      | 129932.80       | 678.54     | 静置 (Rest)                           | I=    0.0mA, V=3.75V, P=  0.00W
143      | 130641.34       | 1163.24    | 恒流充电 (CC Charge)                    | I= 3004.1mA, V=4.03V, P= 12.10W
144      | 131834.59       | 1721.30    | 恒压充电 (CV Charge)                    | I=  938.2mA, V=4.20V, P=  3.94W
145      | 133585.88       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
146      | 134455.93       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14339.3mA, V=3.74V, P=-53.61W
147      | 134530.89       | 600.00     | 任务剖面: 巡航 (Cruise)                   | I=-4237.2mA, V=3.85V, P=-16.29W
148      | 135130.88       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-15645.7mA, V=3.37V, P=-52.46W
149      | 135265.88       | 664.57     | 静置 (Rest)                           | I=    0.0mA, V=3.75V, P=  0.00W
150      | 135960.45       | 1162.13    | 恒流充电 (CC Charge)                    | I= 3004.3mA, V=4.03V, P= 12.10W
151      | 137152.58       | 1740.20    | 恒压充电 (CV Charge)                    | I=  926.8mA, V=4.20V, P=  3.89W
152      | 138922.78       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
153      | 139792.83       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14342.9mA, V=3.74V, P=-53.61W
154      | 139867.78       | 600.00     | 任务剖面: 巡航 (Cruise)                   | I=-4238.8mA, V=3.85V, P=-16.29W
155      | 140467.78       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-15642.1mA, V=3.37V, P=-52.45W
156      | 140602.77       | 649.63     | 静置 (Rest)                           | I=    0.0mA, V=3.75V, P=  0.00W
157      | 141282.40       | 1164.26    | 恒流充电 (CC Charge)                    | I= 3004.2mA, V=4.03V, P= 12.10W
158      | 142476.66       | 1710.89    | 恒压充电 (CV Charge)                    | I=  937.7mA, V=4.20V, P=  3.94W
159      | 144217.55       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
160      | 145087.60       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14332.1mA, V=3.74V, P=-53.61W
161      | 145162.55       | 600.00     | 任务剖面: 巡航 (Cruise)                   | I=-4237.5mA, V=3.85V, P=-16.29W
162      | 145762.55       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-15635.5mA, V=3.37V, P=-52.45W
163      | 145897.55       | 700.75     | 静置 (Rest)                           | I=    0.0mA, V=3.75V, P=  0.00W
164      | 146628.30       | 1165.92    | 恒流充电 (CC Charge)                    | I= 3004.0mA, V=4.03V, P= 12.10W
165      | 147824.21       | 1715.70    | 恒压充电 (CV Charge)                    | I=  934.8mA, V=4.20V, P=  3.93W
166      | 149569.92       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
167      | 150439.96       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14326.7mA, V=3.75V, P=-53.61W
168      | 150514.92       | 600.00     | 任务剖面: 巡航 (Cruise)                   | I=-4236.1mA, V=3.85V, P=-16.29W
169      | 151114.92       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-15625.3mA, V=3.37V, P=-52.45W
170      | 151249.91       | 736.21     | 静置 (Rest)                           | I=    0.0mA, V=3.75V, P=  0.00W
171      | 152016.12       | 1167.82    | 恒流充电 (CC Charge)                    | I= 3004.2mA, V=4.03V, P= 12.10W
172      | 153213.94       | 1600.84    | 恒压充电 (CV Charge)                    | I=  989.7mA, V=4.20V, P=  4.16W
173      | 154844.78       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
174      | 155714.83       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14327.8mA, V=3.75V, P=-53.61W
175      | 155789.78       | 600.00     | 任务剖面: 巡航 (Cruise)                   | I=-4236.8mA, V=3.85V, P=-16.29W
176      | 156389.78       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-15630.3mA, V=3.37V, P=-52.45W
177      | 156524.78       | 718.32     | 静置 (Rest)                           | I=    0.0mA, V=3.75V, P=  0.00W
178      | 157273.10       | 1173.90    | 恒流充电 (CC Charge)                    | I= 3004.3mA, V=4.03V, P= 12.11W
179      | 158477.00       | 1697.41    | 恒压充电 (CV Charge)                    | I=  942.7mA, V=4.20V, P=  3.96W
180      | 160204.41       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
181      | 161074.45       | 74.96      | 任务剖面: 起飞 (Take-off)                 | I=-14290.0mA, V=3.75V, P=-53.52W
182      | 161149.41       | 600.00     | 任务剖面: 巡航 (Cruise)                   | I=-4235.8mA, V=3.85V, P=-16.29W
183      | 161749.41       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-15619.0mA, V=3.37V, P=-52.45W
184      | 161884.41       | 763.16     | 静置 (Rest)                           | I=    0.0mA, V=3.75V, P=  0.00W
185      | 162677.56       | 1170.82    | 恒流充电 (CC Charge)                    | I= 3003.8mA, V=4.03V, P= 12.11W
186      | 163878.38       | 1694.51    | 恒压充电 (CV Charge)                    | I=  938.8mA, V=4.20V, P=  3.94W
187      | 165602.89       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
188      | 166472.94       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14319.8mA, V=3.75V, P=-53.61W
189      | 166547.90       | 600.00     | 任务剖面: 巡航 (Cruise)                   | I=-4235.2mA, V=3.85V, P=-16.29W
190      | 167147.89       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-15619.5mA, V=3.37V, P=-52.45W
191      | 167282.89       | 768.30     | 静置 (Rest)                           | I=    0.0mA, V=3.75V, P=  0.00W
192      | 168081.19       | 1171.31    | 恒流充电 (CC Charge)                    | I= 3004.3mA, V=4.03V, P= 12.11W
193      | 169282.50       | 1631.46    | 恒压充电 (CV Charge)                    | I=  968.8mA, V=4.20V, P=  4.07W
194      | 170943.96       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
195      | 171814.01       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14317.4mA, V=3.75V, P=-53.62W
196      | 171888.96       | 600.00     | 任务剖面: 巡航 (Cruise)                   | I=-4235.5mA, V=3.85V, P=-16.29W
197      | 172488.96       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-15618.5mA, V=3.37V, P=-52.45W
198      | 172623.95       | 767.32     | 静置 (Rest)                           | I=    0.0mA, V=3.75V, P=  0.00W
199      | 173421.27       | 1174.51    | 恒流充电 (CC Charge)                    | I= 3004.3mA, V=4.03V, P= 12.11W
200      | 174625.78       | 1700.02    | 恒压充电 (CV Charge)                    | I=  936.2mA, V=4.20V, P=  3.93W
201      | 176355.80       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
202      | 177225.85       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14317.8mA, V=3.75V, P=-53.62W
203      | 177300.80       | 600.00     | 任务剖面: 巡航 (Cruise)                   | I=-4235.0mA, V=3.85V, P=-16.29W
204      | 177900.80       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-15618.8mA, V=3.37V, P=-52.45W
205      | 178035.80       | 797.02     | 静置 (Rest)                           | I=    0.0mA, V=3.75V, P=  0.00W
206      | 178862.82       | 1170.34    | 恒流充电 (CC Charge)                    | I= 3004.0mA, V=4.03V, P= 12.11W
207      | 180063.16       | 1583.93    | 恒压充电 (CV Charge)                    | I=  999.3mA, V=4.20V, P=  4.20W
208      | 181677.09       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
209      | 182547.14       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14323.3mA, V=3.75V, P=-53.62W
210      | 182622.09       | 600.00     | 任务剖面: 巡航 (Cruise)                   | I=-4236.6mA, V=3.85V, P=-16.29W
211      | 183222.09       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-15631.9mA, V=3.37V, P=-52.45W
212      | 183357.09       | 795.33     | 静置 (Rest)                           | I=    0.0mA, V=3.75V, P=  0.00W
213      | 184182.41       | 1175.03    | 恒流充电 (CC Charge)                    | I= 3004.3mA, V=4.03V, P= 12.10W
214      | 185387.45       | 1713.47    | 恒压充电 (CV Charge)                    | I=  926.0mA, V=4.20V, P=  3.89W
215      | 187130.92       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
216      | 188000.97       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14326.9mA, V=3.75V, P=-53.62W
217      | 188075.92       | 600.00     | 任务剖面: 巡航 (Cruise)                   | I=-4237.2mA, V=3.85V, P=-16.29W
218      | 188675.92       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-15637.6mA, V=3.37V, P=-52.45W
219      | 188810.91       | 714.50     | 静置 (Rest)                           | I=    0.0mA, V=3.75V, P=  0.00W
220      | 189555.41       | 1171.40    | 恒流充电 (CC Charge)                    | I= 3004.4mA, V=4.03V, P= 12.11W
221      | 190756.82       | 1711.07    | 恒压充电 (CV Charge)                    | I=  925.0mA, V=4.20V, P=  3.89W
222      | 192497.89       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
223      | 193367.93       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14326.8mA, V=3.75V, P=-53.62W
224      | 193442.89       | 600.00     | 任务剖面: 巡航 (Cruise)                   | I=-4236.3mA, V=3.85V, P=-16.29W
225      | 194042.89       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-15636.6mA, V=3.37V, P=-52.45W
226      | 194177.88       | 726.89     | 静置 (Rest)                           | I=    0.0mA, V=3.75V, P=  0.00W
227      | 194934.77       | 1170.50    | 恒流充电 (CC Charge)                    | I= 3003.9mA, V=4.03V, P= 12.11W
228      | 196135.27       | 1729.37    | 恒压充电 (CV Charge)                    | I=  926.0mA, V=4.20V, P=  3.89W
229      | 197894.64       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
230      | 198764.69       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14327.4mA, V=3.75V, P=-53.62W
231      | 198839.64       | 600.00     | 任务剖面: 巡航 (Cruise)                   | I=-4236.4mA, V=3.85V, P=-16.29W
232      | 199439.64       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-15637.8mA, V=3.37V, P=-52.45W
233      | 199574.64       | 772.91     | 静置 (Rest)                           | I=    0.0mA, V=3.75V, P=  0.00W
234      | 200377.55       | 1168.65    | 恒流充电 (CC Charge)                    | I= 3004.3mA, V=4.03V, P= 12.10W
235      | 201576.20       | 1709.85    | 恒压充电 (CV Charge)                    | I=  941.6mA, V=4.20V, P=  3.96W
236      | 203316.05       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
237      | 204186.09       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14332.8mA, V=3.74V, P=-53.62W
238      | 204261.05       | 600.00     | 任务剖面: 巡航 (Cruise)                   | I=-4237.6mA, V=3.85V, P=-16.29W
