--- 分析日志 for: VAH13.csv ---
--- 协议: Short cruise (600 sec) ---

清洗后发现 7329 个有效片段。

片段 #     | 起始时间(s)         | 持续(s)      | 状态标签                                | 依据 (I, V, P)
84       | 86782.42        | 600.00     | 任务剖面: 巡航 (Cruise)                   | I=-4227.6mA, V=3.86V, P=-16.29W
85       | 87382.42        | 105.00     | 任务剖面: 降落 (Landing)                  | I=-15509.5mA, V=3.39V, P=-52.46W
86       | 87517.41        | 943.77     | 静置 (Rest)                           | I=    0.0mA, V=3.76V, P=  0.00W
87       | 88491.18        | 1187.85    | 恒流充电 (CC Charge)                    | I= 3004.9mA, V=4.03V, P= 12.12W
88       | 89709.03        | 1549.81    | 恒压充电 (CV Charge)                    | I=  985.3mA, V=4.20V, P=  4.14W
89       | 91288.84        | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
90       | 92158.89        | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14282.6mA, V=3.76V, P=-53.62W
91       | 92233.84        | 600.00     | 任务剖面: 巡航 (Cruise)                   | I=-4227.2mA, V=3.86V, P=-16.29W
92       | 92833.84        | 105.00     | 任务剖面: 降落 (Landing)                  | I=-15506.8mA, V=3.39V, P=-52.46W
93       | 92968.84        | 930.49     | 静置 (Rest)                           | I=    0.0mA, V=3.76V, P=  0.00W
94       | 93929.33        | 1191.38    | 恒流充电 (CC Charge)                    | I= 3004.7mA, V=4.03V, P= 12.12W
95       | 95150.70        | 1519.78    | 恒压充电 (CV Charge)                    | I=  994.1mA, V=4.20V, P=  4.18W
96       | 96700.48        | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
97       | 97570.53        | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14282.1mA, V=3.76V, P=-53.62W
98       | 97645.49        | 600.00     | 任务剖面: 巡航 (Cruise)                   | I=-4227.3mA, V=3.86V, P=-16.28W
99       | 98245.48        | 105.00     | 任务剖面: 降落 (Landing)                  | I=-15512.4mA, V=3.39V, P=-52.46W
100      | 98380.48        | 979.89     | 静置 (Rest)                           | I=    0.0mA, V=3.76V, P=  0.00W
101      | 99390.37        | 1191.27    | 恒流充电 (CC Charge)                    | I= 3005.0mA, V=4.03V, P= 12.12W
102      | 100611.64       | 1539.43    | 恒压充电 (CV Charge)                    | I=  978.9mA, V=4.20V, P=  4.11W
103      | 102181.07       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
104      | 103051.12       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14280.9mA, V=3.76V, P=-53.62W
105      | 103126.08       | 600.00     | 任务剖面: 巡航 (Cruise)                   | I=-4227.7mA, V=3.86V, P=-16.29W
106      | 103726.07       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-15512.9mA, V=3.39V, P=-52.46W
107      | 103861.07       | 996.63     | 静置 (Rest)                           | I=    0.0mA, V=3.76V, P=  0.00W
108      | 104887.70       | 1191.00    | 恒流充电 (CC Charge)                    | I= 3005.0mA, V=4.03V, P= 12.12W
109      | 106108.70       | 1505.15    | 恒压充电 (CV Charge)                    | I=  994.9mA, V=4.20V, P=  4.18W
110      | 107643.85       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
111      | 108513.90       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14281.4mA, V=3.76V, P=-53.62W
112      | 108588.85       | 600.00     | 任务剖面: 巡航 (Cruise)                   | I=-4228.2mA, V=3.86V, P=-16.29W
113      | 109188.85       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-15519.3mA, V=3.39V, P=-52.46W
114      | 109323.85       | 964.57     | 静置 (Rest)                           | I=    0.0mA, V=3.76V, P=  0.00W
115      | 110318.42       | 1192.82    | 恒流充电 (CC Charge)                    | I= 3004.3mA, V=4.03V, P= 12.11W
116      | 111541.24       | 1542.61    | 恒压充电 (CV Charge)                    | I=  977.9mA, V=4.20V, P=  4.11W
117      | 113113.85       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
118      | 113983.90       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14286.7mA, V=3.76V, P=-53.62W
119      | 114058.85       | 600.00     | 任务剖面: 巡航 (Cruise)                   | I=-4227.8mA, V=3.85V, P=-16.28W
120      | 114658.85       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-15529.9mA, V=3.39V, P=-52.46W
121      | 114793.85       | 915.00     | 静置 (Rest)                           | I=    0.0mA, V=3.76V, P=  0.00W
122      | 115738.85       | 1185.87    | 恒流充电 (CC Charge)                    | I= 3005.0mA, V=4.03V, P= 12.12W
123      | 116954.72       | 1548.68    | 恒压充电 (CV Charge)                    | I=  987.1mA, V=4.20V, P=  4.15W
124      | 118533.40       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
125      | 119403.44       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14303.6mA, V=3.75V, P=-53.62W
126      | 119478.40       | 600.00     | 任务剖面: 巡航 (Cruise)                   | I=-4231.2mA, V=3.85V, P=-16.29W
127      | 120078.40       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-15556.3mA, V=3.38V, P=-52.46W
128      | 120213.39       | 820.84     | 静置 (Rest)                           | I=    0.0mA, V=3.76V, P=  0.00W
129      | 121064.23       | 1183.83    | 恒流充电 (CC Charge)                    | I= 3005.1mA, V=4.03V, P= 12.11W
130      | 122278.07       | 1582.33    | 恒压充电 (CV Charge)                    | I=  977.8mA, V=4.20V, P=  4.11W
131      | 123890.39       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
132      | 124760.44       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14311.7mA, V=3.75V, P=-53.61W
133      | 124835.39       | 600.00     | 任务剖面: 巡航 (Cruise)                   | I=-4232.3mA, V=3.85V, P=-16.29W
134      | 125435.39       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-15564.5mA, V=3.38V, P=-52.46W
135      | 125570.39       | 831.73     | 静置 (Rest)                           | I=    0.0mA, V=3.76V, P=  0.00W
136      | 126432.12       | 1188.96    | 恒流充电 (CC Charge)                    | I= 3004.3mA, V=4.03V, P= 12.11W
137      | 127651.08       | 1563.50    | 恒压充电 (CV Charge)                    | I=  972.7mA, V=4.20V, P=  4.09W
138      | 129244.58       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
139      | 130114.63       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14297.7mA, V=3.75V, P=-53.62W
140      | 130189.58       | 600.00     | 任务剖面: 巡航 (Cruise)                   | I=-4229.8mA, V=3.85V, P=-16.28W
141      | 130789.58       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-15546.1mA, V=3.39V, P=-52.46W
142      | 130924.58       | 883.58     | 静置 (Rest)                           | I=    0.0mA, V=3.76V, P=  0.00W
143      | 131838.16       | 1191.24    | 恒流充电 (CC Charge)                    | I= 3004.8mA, V=4.03V, P= 12.11W
144      | 133059.40       | 1550.04    | 恒压充电 (CV Charge)                    | I=  981.1mA, V=4.20V, P=  4.12W
145      | 134639.44       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
146      | 135509.48       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14294.1mA, V=3.75V, P=-53.62W
147      | 135584.44       | 600.00     | 任务剖面: 巡航 (Cruise)                   | I=-4229.7mA, V=3.85V, P=-16.29W
148      | 136184.44       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-15542.5mA, V=3.39V, P=-52.46W
149      | 136319.43       | 924.89     | 静置 (Rest)                           | I=    0.0mA, V=3.76V, P=  0.00W
150      | 137274.32       | 1191.09    | 恒流充电 (CC Charge)                    | I= 3005.0mA, V=4.03V, P= 12.11W
151      | 138495.41       | 1556.72    | 恒压充电 (CV Charge)                    | I=  981.4mA, V=4.20V, P=  4.12W
152      | 140082.13       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
153      | 140952.18       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14292.4mA, V=3.75V, P=-53.62W
154      | 141027.13       | 600.00     | 任务剖面: 巡航 (Cruise)                   | I=-4230.0mA, V=3.85V, P=-16.29W
155      | 141627.13       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-15545.7mA, V=3.39V, P=-52.46W
156      | 141762.13       | 873.96     | 静置 (Rest)                           | I=    0.0mA, V=3.76V, P=  0.00W
157      | 142666.09       | 1193.04    | 恒流充电 (CC Charge)                    | I= 3004.4mA, V=4.03V, P= 12.11W
158      | 143889.14       | 1560.57    | 恒压充电 (CV Charge)                    | I=  961.5mA, V=4.20V, P=  4.04W
159      | 145479.70       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
160      | 146349.76       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14293.4mA, V=3.75V, P=-53.62W
161      | 146424.71       | 600.00     | 任务剖面: 巡航 (Cruise)                   | I=-4229.5mA, V=3.85V, P=-16.28W
162      | 147024.70       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-15548.6mA, V=3.39V, P=-52.46W
163      | 147159.70       | 902.70     | 静置 (Rest)                           | I=    0.0mA, V=3.76V, P=  0.00W
164      | 148092.40       | 1190.48    | 恒流充电 (CC Charge)                    | I= 3005.0mA, V=4.03V, P= 12.11W
165      | 149312.89       | 1546.51    | 恒压充电 (CV Charge)                    | I=  980.9mA, V=4.20V, P=  4.12W
166      | 150889.40       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
167      | 151759.45       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14296.5mA, V=3.75V, P=-53.62W
168      | 151834.40       | 600.00     | 任务剖面: 巡航 (Cruise)                   | I=-4230.8mA, V=3.85V, P=-16.29W
169      | 152434.40       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-15552.0mA, V=3.39V, P=-52.46W
170      | 152569.40       | 930.02     | 静置 (Rest)                           | I=    0.0mA, V=3.76V, P=  0.00W
171      | 153529.41       | 1193.08    | 恒流充电 (CC Charge)                    | I= 3005.2mA, V=4.03V, P= 12.11W
172      | 154752.49       | 1572.70    | 恒压充电 (CV Charge)                    | I=  962.3mA, V=4.20V, P=  4.04W
173      | 156355.19       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
174      | 157225.24       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14296.2mA, V=3.75V, P=-53.62W
175      | 157300.19       | 600.00     | 任务剖面: 巡航 (Cruise)                   | I=-4230.6mA, V=3.85V, P=-16.29W
176      | 157900.19       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-15554.1mA, V=3.39V, P=-52.46W
177      | 158035.19       | 877.94     | 静置 (Rest)                           | I=    0.0mA, V=3.76V, P=  0.00W
178      | 158943.13       | 1189.18    | 恒流充电 (CC Charge)                    | I= 3004.3mA, V=4.03V, P= 12.11W
179      | 160162.31       | 1583.99    | 恒压充电 (CV Charge)                    | I=  966.7mA, V=4.20V, P=  4.06W
180      | 161776.29       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
181      | 162646.34       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14312.4mA, V=3.75V, P=-53.62W
182      | 162721.30       | 600.00     | 任务剖面: 巡航 (Cruise)                   | I=-4232.1mA, V=3.85V, P=-16.28W
183      | 163321.29       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-15582.3mA, V=3.38V, P=-52.46W
184      | 163456.29       | 804.25     | 静置 (Rest)                           | I=    0.0mA, V=3.75V, P=  0.00W
185      | 164290.55       | 1185.70    | 恒流充电 (CC Charge)                    | I= 3004.9mA, V=4.03V, P= 12.11W
186      | 165506.24       | 1584.32    | 恒压充电 (CV Charge)                    | I=  974.3mA, V=4.20V, P=  4.09W
187      | 167120.57       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
188      | 167990.61       | 74.96      | 任务剖面: 起飞 (Take-off)                 | I=-14323.8mA, V=3.75V, P=-53.62W
189      | 168065.57       | 600.00     | 任务剖面: 巡航 (Cruise)                   | I=-4234.5mA, V=3.85V, P=-16.29W
190      | 168665.57       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-15595.9mA, V=3.38V, P=-52.46W
191      | 168800.56       | 763.63     | 静置 (Rest)                           | I=    0.0mA, V=3.75V, P=  0.00W
192      | 169594.19       | 1190.81    | 恒流充电 (CC Charge)                    | I= 3005.1mA, V=4.03V, P= 12.11W
193      | 170815.00       | 1587.54    | 恒压充电 (CV Charge)                    | I=  971.3mA, V=4.20V, P=  4.08W
194      | 172432.54       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
195      | 173302.59       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14308.8mA, V=3.75V, P=-53.62W
196      | 173377.54       | 600.00     | 任务剖面: 巡航 (Cruise)                   | I=-4232.4mA, V=3.85V, P=-16.29W
197      | 173977.54       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-15574.0mA, V=3.38V, P=-52.46W
198      | 174112.54       | 900.33     | 静置 (Rest)                           | I=    0.0mA, V=3.76V, P=  0.00W
199      | 175042.87       | 1193.55    | 恒流充电 (CC Charge)                    | I= 3004.5mA, V=4.03V, P= 12.11W
200      | 176266.42       | 1585.19    | 恒压充电 (CV Charge)                    | I=  963.1mA, V=4.20V, P=  4.05W
201      | 177881.61       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
202      | 178751.66       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14298.7mA, V=3.75V, P=-53.62W
203      | 178826.62       | 600.00     | 任务剖面: 巡航 (Cruise)                   | I=-4230.5mA, V=3.85V, P=-16.28W
204      | 179426.61       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-15560.1mA, V=3.38V, P=-52.46W
205      | 179561.61       | 950.40     | 静置 (Rest)                           | I=    0.0mA, V=3.76V, P=  0.00W
206      | 180542.01       | 1195.01    | 恒流充电 (CC Charge)                    | I= 3005.1mA, V=4.03V, P= 12.11W
207      | 181767.02       | 1553.78    | 恒压充电 (CV Charge)                    | I=  973.8mA, V=4.20V, P=  4.09W
208      | 183350.80       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
209      | 184220.85       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14267.0mA, V=3.76V, P=-53.53W
210      | 184295.80       | 600.00     | 任务剖面: 巡航 (Cruise)                   | I=-4230.9mA, V=3.85V, P=-16.29W
211      | 184895.80       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-15555.7mA, V=3.38V, P=-52.46W
212      | 185030.80       | 947.01     | 静置 (Rest)                           | I=    0.0mA, V=3.76V, P=  0.00W
213      | 186007.81       | 1198.09    | 恒流充电 (CC Charge)                    | I= 3004.9mA, V=4.03V, P= 12.11W
214      | 187235.90       | 1552.83    | 恒压充电 (CV Charge)                    | I=  969.5mA, V=4.20V, P=  4.07W
215      | 188818.72       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
216      | 189688.77       | 74.96      | 任务剖面: 起飞 (Take-off)                 | I=-14298.1mA, V=3.75V, P=-53.62W
217      | 189763.73       | 600.00     | 任务剖面: 巡航 (Cruise)                   | I=-4231.2mA, V=3.85V, P=-16.29W
218      | 190363.72       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-15562.5mA, V=3.38V, P=-52.46W
219      | 190498.72       | 942.76     | 静置 (Rest)                           | I=    0.0mA, V=3.76V, P=  0.00W
220      | 191471.48       | 1191.75    | 恒流充电 (CC Charge)                    | I= 3004.3mA, V=4.03V, P= 12.10W
221      | 192693.22       | 1594.73    | 恒压充电 (CV Charge)                    | I=  947.4mA, V=4.20V, P=  3.98W
222      | 194317.95       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
223      | 195188.00       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14306.2mA, V=3.75V, P=-53.62W
224      | 195262.95       | 600.00     | 任务剖面: 巡航 (Cruise)                   | I=-4231.7mA, V=3.85V, P=-16.28W
225      | 195862.95       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-15574.0mA, V=3.38V, P=-52.46W
226      | 195997.95       | 920.08     | 静置 (Rest)                           | I=    0.0mA, V=3.75V, P=  0.00W
227      | 196948.03       | 1194.20    | 恒流充电 (CC Charge)                    | I= 3004.5mA, V=4.03V, P= 12.10W
228      | 198172.23       | 1412.98    | 恒压充电 (CV Charge)                    | I= 1044.6mA, V=4.20V, P=  4.39W
229      | 199615.21       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
230      | 200485.26       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14306.4mA, V=3.75V, P=-53.62W
231      | 200560.21       | 600.00     | 任务剖面: 巡航 (Cruise)                   | I=-4233.0mA, V=3.85V, P=-16.29W
232      | 201160.21       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-15577.8mA, V=3.38V, P=-52.46W
233      | 201295.21       | 954.68     | 静置 (Rest)                           | I=    0.0mA, V=3.75V, P=  0.00W
234      | 202279.89       | 1200.85    | 恒流充电 (CC Charge)                    | I= 3005.0mA, V=4.03V, P= 12.11W
235      | 203510.74       | 1573.60    | 恒压充电 (CV Charge)                    | I=  961.5mA, V=4.20V, P=  4.04W
236      | 205114.34       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
237      | 205984.39       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14310.8mA, V=3.75V, P=-53.62W
238      | 206059.34       | 600.00     | 任务剖面: 巡航 (Cruise)                   | I=-4233.3mA, V=3.85V, P=-16.29W
