--- 分析日志 for: .\VAH22.csv ---
--- 协议: Extended cruise (1000 sec) ---

发现 5378 个由Ns变化定义的片段。

片段 #     | 起始时间(s)         | 持续(s)      | 状态标签                                | 依据 (I, V, P)
55       | 73533.81        | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14314.3mA, V=3.75V, P=-53.69W
56       | 73608.76        | 1000.00    | 任务剖面: 巡航 (Cruise)                   | I=-4297.3mA, V=3.78V, P=-16.22W
57       | 74608.76        | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16555.7mA, V=3.19V, P=-52.54W
58       | 74743.75        | 1171.35    | 静置 (Rest)                           | I=    0.0mA, V=3.60V, P=  0.00W
59       | 75945.10        | 1769.04    | 恒流充电 (CC Charge)                    | I= 2989.6mA, V=3.96V, P= 11.83W
60       | 77744.14        | 1717.16    | 恒压充电 (CV Charge)                    | I=  945.1mA, V=4.20V, P=  3.97W
61       | 79491.30        | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
62       | 80361.36        | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14307.2mA, V=3.76V, P=-53.68W
63       | 80436.30        | 1000.00    | 任务剖面: 巡航 (Cruise)                   | I=-4295.9mA, V=3.78V, P=-16.22W
64       | 81436.30        | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16557.5mA, V=3.19V, P=-52.53W
65       | 81571.30        | 1140.21    | 静置 (Rest)                           | I=    0.0mA, V=3.60V, P=  0.00W
66       | 82741.51        | 1766.20    | 恒流充电 (CC Charge)                    | I= 2989.4mA, V=3.96V, P= 11.83W
67       | 84537.72        | 1712.99    | 恒压充电 (CV Charge)                    | I=  943.8mA, V=4.20V, P=  3.96W
68       | 86280.70        | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
69       | 87150.75        | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14307.4mA, V=3.76V, P=-53.68W
70       | 87225.71        | 1000.00    | 任务剖面: 巡航 (Cruise)                   | I=-4295.6mA, V=3.78V, P=-16.22W
71       | 88225.70        | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16568.5mA, V=3.19V, P=-52.55W
72       | 88360.70        | 1154.36    | 静置 (Rest)                           | I=    0.0mA, V=3.60V, P=  0.00W
73       | 89545.06        | 1767.13    | 恒流充电 (CC Charge)                    | I= 2989.2mA, V=3.96V, P= 11.83W
74       | 91342.20        | 1708.69    | 恒压充电 (CV Charge)                    | I=  957.1mA, V=4.20V, P=  4.02W
75       | 93080.89        | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
76       | 93950.94        | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14308.5mA, V=3.75V, P=-53.68W
77       | 94025.89        | 1000.00    | 任务剖面: 巡航 (Cruise)                   | I=-4295.3mA, V=3.78V, P=-16.22W
78       | 95025.89        | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16579.2mA, V=3.18V, P=-52.54W
79       | 95160.89        | 1133.05    | 静置 (Rest)                           | I=    0.0mA, V=3.60V, P=  0.00W
80       | 96323.94        | 1765.36    | 恒流充电 (CC Charge)                    | I= 2989.4mA, V=3.96V, P= 11.83W
81       | 98119.31        | 1727.54    | 恒压充电 (CV Charge)                    | I=  945.3mA, V=4.20V, P=  3.97W
82       | 99876.84        | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
83       | 100746.89       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14321.1mA, V=3.75V, P=-53.68W
84       | 100821.84       | 1000.00    | 任务剖面: 巡航 (Cruise)                   | I=-4297.3mA, V=3.78V, P=-16.22W
85       | 101821.84       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16615.7mA, V=3.18V, P=-52.54W
86       | 101956.84       | 997.79     | 静置 (Rest)                           | I=    0.0mA, V=3.60V, P=  0.00W
87       | 102984.63       | 1758.38    | 恒流充电 (CC Charge)                    | I= 2989.4mA, V=3.96V, P= 11.83W
88       | 104773.01       | 1761.91    | 恒压充电 (CV Charge)                    | I=  943.1mA, V=4.20V, P=  3.96W
89       | 106564.92       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
90       | 107434.97       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14339.9mA, V=3.75V, P=-53.67W
91       | 107509.92       | 1000.00    | 任务剖面: 巡航 (Cruise)                   | I=-4300.8mA, V=3.78V, P=-16.22W
92       | 108509.92       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16659.4mA, V=3.17V, P=-52.53W
93       | 108644.92       | 898.14     | 静置 (Rest)                           | I=    0.0mA, V=3.59V, P=  0.00W
94       | 109573.06       | 1760.36    | 恒流充电 (CC Charge)                    | I= 2989.3mA, V=3.96V, P= 11.83W
95       | 111363.42       | 1765.54    | 恒压充电 (CV Charge)                    | I=  946.2mA, V=4.20V, P=  3.97W
96       | 113158.97       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
97       | 114029.02       | 74.94      | 任务剖面: 起飞 (Take-off)                 | I=-14344.1mA, V=3.74V, P=-53.67W
98       | 114103.97       | 1000.00    | 任务剖面: 巡航 (Cruise)                   | I=-4301.6mA, V=3.77V, P=-16.22W
99       | 115103.97       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16676.4mA, V=3.17V, P=-52.53W
100      | 115238.96       | 866.98     | 静置 (Rest)                           | I=    0.0mA, V=3.59V, P=  0.00W
101      | 116135.94       | 1761.32    | 恒流充电 (CC Charge)                    | I= 2989.1mA, V=3.96V, P= 11.82W
102      | 117927.26       | 1771.62    | 恒压充电 (CV Charge)                    | I=  932.3mA, V=4.20V, P=  3.92W
103      | 119728.88       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
104      | 120598.93       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14345.7mA, V=3.74V, P=-53.67W
105      | 120673.88       | 1000.00    | 任务剖面: 巡航 (Cruise)                   | I=-4302.1mA, V=3.77V, P=-16.22W
106      | 121673.88       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16689.9mA, V=3.16V, P=-52.53W
107      | 121808.88       | 834.30     | 静置 (Rest)                           | I=    0.0mA, V=3.59V, P=  0.00W
108      | 122673.18       | 1761.09    | 恒流充电 (CC Charge)                    | I= 2989.2mA, V=3.96V, P= 11.82W
109      | 124464.27       | 1777.13    | 恒压充电 (CV Charge)                    | I=  933.6mA, V=4.20V, P=  3.92W
110      | 126271.40       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
111      | 127141.45       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14351.7mA, V=3.74V, P=-53.67W
112      | 127216.40       | 1000.00    | 任务剖面: 巡航 (Cruise)                   | I=-4302.8mA, V=3.77V, P=-16.22W
113      | 128216.40       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16700.4mA, V=3.16V, P=-52.53W
114      | 128351.39       | 861.93     | 静置 (Rest)                           | I=    0.0mA, V=3.59V, P=  0.00W
115      | 129243.32       | 1760.63    | 恒流充电 (CC Charge)                    | I= 2989.0mA, V=3.96V, P= 11.82W
116      | 131033.95       | 1782.16    | 恒压充电 (CV Charge)                    | I=  935.5mA, V=4.20V, P=  3.93W
117      | 132846.11       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
118      | 133716.16       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14354.8mA, V=3.74V, P=-53.68W
119      | 133791.11       | 1000.00    | 任务剖面: 巡航 (Cruise)                   | I=-4303.7mA, V=3.77V, P=-16.22W
120      | 134791.11       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16710.6mA, V=3.16V, P=-52.53W
121      | 134926.11       | 850.89     | 静置 (Rest)                           | I=    0.0mA, V=3.59V, P=  0.00W
122      | 135807.00       | 1761.35    | 恒流充电 (CC Charge)                    | I= 2989.0mA, V=3.96V, P= 11.82W
123      | 137598.36       | 1782.11    | 恒压充电 (CV Charge)                    | I=  935.1mA, V=4.20V, P=  3.93W
124      | 139410.46       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
125      | 140280.52       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14358.1mA, V=3.74V, P=-53.68W
126      | 140355.46       | 1000.00    | 任务剖面: 巡航 (Cruise)                   | I=-4303.8mA, V=3.77V, P=-16.22W
127      | 141355.46       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16722.0mA, V=3.16V, P=-52.52W
128      | 141490.46       | 830.97     | 静置 (Rest)                           | I=    0.0mA, V=3.59V, P=  0.00W
129      | 142351.43       | 1762.58    | 恒流充电 (CC Charge)                    | I= 2989.5mA, V=3.95V, P= 11.82W
130      | 144144.01       | 1786.72    | 恒压充电 (CV Charge)                    | I=  933.8mA, V=4.20V, P=  3.92W
131      | 145960.73       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
132      | 146830.78       | 74.94      | 任务剖面: 起飞 (Take-off)                 | I=-14353.5mA, V=3.74V, P=-53.67W
133      | 146905.73       | 1000.00    | 任务剖面: 巡航 (Cruise)                   | I=-4303.6mA, V=3.77V, P=-16.22W
134      | 147905.73       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16711.7mA, V=3.16V, P=-52.52W
135      | 148040.73       | 921.89     | 静置 (Rest)                           | I=    0.0mA, V=3.59V, P=  0.00W
136      | 148992.62       | 1769.91    | 恒流充电 (CC Charge)                    | I= 2989.5mA, V=3.95V, P= 11.82W
137      | 150792.53       | 1747.19    | 恒压充电 (CV Charge)                    | I=  937.8mA, V=4.20V, P=  3.94W
138      | 152569.72       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
139      | 153439.77       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14332.2mA, V=3.75V, P=-53.69W
140      | 153514.72       | 1000.00    | 任务剖面: 巡航 (Cruise)                   | I=-4300.6mA, V=3.78V, P=-16.22W
141      | 154514.72       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16670.2mA, V=3.17V, P=-52.52W
142      | 154649.72       | 1001.44    | 静置 (Rest)                           | I=    0.0mA, V=3.59V, P=  0.00W
143      | 155681.16       | 1765.76    | 恒流充电 (CC Charge)                    | I= 2989.7mA, V=3.95V, P= 11.82W
144      | 157476.92       | 1749.67    | 恒压充电 (CV Charge)                    | I=  937.9mA, V=4.20V, P=  3.94W
145      | 159256.59       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
146      | 160126.64       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14333.6mA, V=3.75V, P=-53.68W
147      | 160201.60       | 1000.00    | 任务剖面: 巡航 (Cruise)                   | I=-4300.6mA, V=3.78V, P=-16.22W
148      | 161201.59       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16680.7mA, V=3.16V, P=-52.52W
149      | 161336.59       | 1048.00    | 静置 (Rest)                           | I=    0.0mA, V=3.59V, P=  0.00W
150      | 162414.59       | 1773.66    | 恒流充电 (CC Charge)                    | I= 2989.2mA, V=3.96V, P= 11.83W
151      | 164218.25       | 1729.06    | 恒压充电 (CV Charge)                    | I=  942.1mA, V=4.20V, P=  3.96W
152      | 165977.31       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
153      | 166847.36       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14321.6mA, V=3.75V, P=-53.68W
154      | 166922.32       | 1000.00    | 任务剖面: 巡航 (Cruise)                   | I=-4298.6mA, V=3.78V, P=-16.22W
155      | 167922.31       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16667.9mA, V=3.17V, P=-52.52W
156      | 168057.31       | 1083.74    | 静置 (Rest)                           | I=    0.0mA, V=3.59V, P=  0.00W
157      | 169171.05       | 1773.12    | 恒流充电 (CC Charge)                    | I= 2989.0mA, V=3.96V, P= 11.83W
158      | 170974.17       | 1723.73    | 恒压充电 (CV Charge)                    | I=  940.5mA, V=4.20V, P=  3.95W
159      | 172727.90       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
160      | 173597.95       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14322.7mA, V=3.75V, P=-53.68W
161      | 173672.90       | 1000.00    | 任务剖面: 巡航 (Cruise)                   | I=-4298.2mA, V=3.78V, P=-16.22W
162      | 174672.90       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16671.5mA, V=3.17V, P=-52.54W
163      | 174807.90       | 1099.97    | 静置 (Rest)                           | I=    0.0mA, V=3.59V, P=  0.00W
164      | 175937.87       | 1770.82    | 恒流充电 (CC Charge)                    | I= 2988.8mA, V=3.96V, P= 11.83W
165      | 177738.69       | 1731.19    | 恒压充电 (CV Charge)                    | I=  943.0mA, V=4.20V, P=  3.96W
166      | 179499.88       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
167      | 180369.93       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14316.8mA, V=3.75V, P=-53.67W
168      | 180444.88       | 1000.00    | 任务剖面: 巡航 (Cruise)                   | I=-4298.0mA, V=3.78V, P=-16.22W
169      | 181444.88       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16663.8mA, V=3.17V, P=-52.52W
170      | 181579.88       | 1087.43    | 静置 (Rest)                           | I=    0.0mA, V=3.59V, P=  0.00W
171      | 182697.31       | 1771.78    | 恒流充电 (CC Charge)                    | I= 2988.9mA, V=3.96V, P= 11.83W
172      | 184499.08       | 1729.08    | 恒压充电 (CV Charge)                    | I=  941.2mA, V=4.20V, P=  3.95W
173      | 186258.16       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
174      | 187128.21       | 74.96      | 任务剖面: 起飞 (Take-off)                 | I=-14322.8mA, V=3.75V, P=-53.68W
175      | 187203.17       | 1000.00    | 任务剖面: 巡航 (Cruise)                   | I=-4299.0mA, V=3.78V, P=-16.22W
176      | 188203.16       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16687.1mA, V=3.16V, P=-52.52W
177      | 188338.16       | 1070.21    | 静置 (Rest)                           | I=    0.0mA, V=3.59V, P=  0.00W
178      | 189438.37       | 1771.91    | 恒流充电 (CC Charge)                    | I= 2989.0mA, V=3.96V, P= 11.83W
179      | 191240.29       | 1633.35    | 恒压充电 (CV Charge)                    | I=  986.6mA, V=4.20V, P=  4.14W
180      | 192903.64       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
181      | 193773.69       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14332.3mA, V=3.75V, P=-53.68W
182      | 193848.64       | 1000.00    | 任务剖面: 巡航 (Cruise)                   | I=-4300.5mA, V=3.78V, P=-16.22W
183      | 194848.64       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16709.8mA, V=3.16V, P=-52.55W
184      | 194983.64       | 1105.55    | 静置 (Rest)                           | I=    0.0mA, V=3.59V, P=  0.00W
185      | 196119.19       | 1777.86    | 恒流充电 (CC Charge)                    | I= 2988.8mA, V=3.96V, P= 11.82W
186      | 197927.05       | 1738.88    | 恒压充电 (CV Charge)                    | I=  942.3mA, V=4.20V, P=  3.96W
187      | 199695.93       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
188      | 200565.98       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14329.3mA, V=3.75V, P=-53.68W
189      | 200640.94       | 1000.00    | 任务剖面: 巡航 (Cruise)                   | I=-4300.2mA, V=3.78V, P=-16.22W
190      | 201640.93       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16696.0mA, V=3.16V, P=-52.52W
191      | 201775.93       | 1099.60    | 静置 (Rest)                           | I=    0.0mA, V=3.59V, P=  0.00W
192      | 202905.53       | 1773.30    | 恒流充电 (CC Charge)                    | I= 2989.0mA, V=3.96V, P= 11.83W
193      | 204708.83       | 1738.82    | 恒压充电 (CV Charge)                    | I=  942.4mA, V=4.20V, P=  3.96W
194      | 206477.65       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
195      | 207347.70       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14327.5mA, V=3.75V, P=-53.69W
196      | 207422.65       | 1000.00    | 任务剖面: 巡航 (Cruise)                   | I=-4299.7mA, V=3.78V, P=-16.22W
197      | 208422.65       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16705.2mA, V=3.16V, P=-52.55W
198      | 208557.65       | 1071.72    | 静置 (Rest)                           | I=    0.0mA, V=3.59V, P=  0.00W
199      | 209659.36       | 1774.78    | 恒流充电 (CC Charge)                    | I= 2988.9mA, V=3.96V, P= 11.83W
200      | 211464.15       | 1730.03    | 恒压充电 (CV Charge)                    | I=  939.5mA, V=4.20V, P=  3.95W
201      | 213224.18       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
202      | 214094.23       | 74.96      | 任务剖面: 起飞 (Take-off)                 | I=-14300.2mA, V=3.75V, P=-53.59W
203      | 214169.18       | 1000.00    | 任务剖面: 巡航 (Cruise)                   | I=-4300.1mA, V=3.78V, P=-16.22W
204      | 215169.18       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16707.7mA, V=3.16V, P=-52.52W
205      | 215304.18       | 1058.62    | 静置 (Rest)                           | I=    0.0mA, V=3.59V, P=  0.00W
206      | 216392.80       | 1775.30    | 恒流充电 (CC Charge)                    | I= 2989.2mA, V=3.96V, P= 11.83W
207      | 218198.10       | 1729.17    | 恒压充电 (CV Charge)                    | I=  939.6mA, V=4.20V, P=  3.95W
208      | 219957.27       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
209      | 220827.31       | 74.96      | 任务剖面: 起飞 (Take-off)                 | I=-14331.6mA, V=3.75V, P=-53.69W
210      | 220902.27       | 1000.00    | 任务剖面: 巡航 (Cruise)                   | I=-4300.6mA, V=3.78V, P=-16.22W
211      | 221902.27       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16698.5mA, V=3.16V, P=-52.51W
212      | 222037.27       | 1106.75    | 静置 (Rest)                           | I=    0.0mA, V=3.59V, P=  0.00W
213      | 223174.02       | 1774.09    | 恒流充电 (CC Charge)                    | I= 2989.3mA, V=3.96V, P= 11.83W
214      | 224978.10       | 1738.12    | 恒压充电 (CV Charge)                    | I=  940.6mA, V=4.20V, P=  3.95W
215      | 226746.22       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
216      | 227616.27       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14328.1mA, V=3.75V, P=-53.68W
217      | 227691.23       | 1000.00    | 任务剖面: 巡航 (Cruise)                   | I=-4300.8mA, V=3.78V, P=-16.23W
218      | 228691.22       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16706.7mA, V=3.16V, P=-52.52W
219      | 228826.22       | 1123.78    | 静置 (Rest)                           | I=    0.0mA, V=3.59V, P=  0.00W
220      | 229980.00       | 1773.81    | 恒流充电 (CC Charge)                    | I= 2989.5mA, V=3.96V, P= 11.83W
221      | 231783.82       | 1738.99    | 恒压充电 (CV Charge)                    | I=  941.0mA, V=4.20V, P=  3.95W
222      | 233552.81       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
223      | 234422.86       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14331.2mA, V=3.75V, P=-53.68W
224      | 234497.81       | 1000.00    | 任务剖面: 巡航 (Cruise)                   | I=-4301.6mA, V=3.78V, P=-16.23W
225      | 235497.81       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16716.1mA, V=3.16V, P=-52.51W
226      | 235632.81       | 1112.30    | 静置 (Rest)                           | I=    0.0mA, V=3.59V, P=  0.00W
227      | 236775.11       | 1774.83    | 恒流充电 (CC Charge)                    | I= 2989.3mA, V=3.96V, P= 11.83W
228      | 238579.94       | 1737.22    | 恒压充电 (CV Charge)                    | I=  940.3mA, V=4.20V, P=  3.95W
229      | 240347.15       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
230      | 241217.20       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14337.4mA, V=3.75V, P=-53.69W
231      | 241292.16       | 1000.00    | 任务剖面: 巡航 (Cruise)                   | I=-4301.4mA, V=3.78V, P=-16.22W
232      | 242292.15       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16722.9mA, V=3.16V, P=-52.51W
