--- 分析日志 for: .\VAH30.csv ---
--- 协议: Temp: 35 deg C ---

发现 6489 个由Ns变化定义的片段。

片段 #     | 起始时间(s)         | 持续(s)      | 状态标签                                | 依据 (I, V, P)
16       | 33332.41        | 963.43     | 静置 (Rest)                           | I=    0.0mA, V=3.69V, P=  0.00W
17       | 34325.84        | 1573.88    | 恒流充电 (CC Charge)                    | I= 2988.9mA, V=4.00V, P= 11.96W
18       | 35929.72        | 1208.22    | 恒压充电 (CV Charge)                    | I=  982.2mA, V=4.20V, P=  4.12W
19       | 37167.94        | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
20       | 38037.98        | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14107.7mA, V=3.81V, P=-53.72W
21       | 38112.94        | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4234.8mA, V=3.84V, P=-16.26W
22       | 38912.94        | 105.00     | 任务剖面: 降落 (Landing)                  | I=-15649.7mA, V=3.37V, P=-52.58W
23       | 39047.94        | 963.28     | 静置 (Rest)                           | I=    0.0mA, V=3.69V, P=  0.00W
24       | 40041.22        | 1574.76    | 恒流充电 (CC Charge)                    | I= 2989.0mA, V=4.00V, P= 11.96W
25       | 41645.98        | 1202.97    | 恒压充电 (CV Charge)                    | I=  977.5mA, V=4.20V, P=  4.11W
26       | 42878.95        | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
27       | 43749.00        | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14106.6mA, V=3.81V, P=-53.72W
28       | 43823.95        | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4234.5mA, V=3.84V, P=-16.26W
29       | 44623.95        | 105.00     | 任务剖面: 降落 (Landing)                  | I=-15662.1mA, V=3.37V, P=-52.58W
30       | 44758.95        | 978.38     | 静置 (Rest)                           | I=    0.0mA, V=3.69V, P=  0.00W
31       | 45767.33        | 1576.40    | 恒流充电 (CC Charge)                    | I= 2988.9mA, V=4.00V, P= 11.96W
32       | 47373.73        | 1195.81    | 恒压充电 (CV Charge)                    | I=  994.8mA, V=4.20V, P=  4.18W
33       | 48599.54        | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
34       | 49469.59        | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14105.8mA, V=3.81V, P=-53.72W
35       | 49544.54        | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4234.4mA, V=3.84V, P=-16.26W
36       | 50344.54        | 105.00     | 任务剖面: 降落 (Landing)                  | I=-15670.6mA, V=3.37V, P=-52.58W
37       | 50479.54        | 975.14     | 静置 (Rest)                           | I=    0.0mA, V=3.69V, P=  0.00W
38       | 51484.68        | 1577.88    | 恒流充电 (CC Charge)                    | I= 2988.8mA, V=4.00V, P= 11.96W
39       | 53092.55        | 1195.58    | 恒压充电 (CV Charge)                    | I=  992.3mA, V=4.20V, P=  4.17W
40       | 54318.13        | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
41       | 55188.18        | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14104.9mA, V=3.81V, P=-53.72W
42       | 55263.13        | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4234.1mA, V=3.84V, P=-16.26W
43       | 56063.13        | 105.00     | 任务剖面: 降落 (Landing)                  | I=-15677.6mA, V=3.36V, P=-52.58W
44       | 56198.13        | 984.43     | 静置 (Rest)                           | I=    0.0mA, V=3.69V, P=  0.00W
45       | 57212.56        | 1579.04    | 恒流充电 (CC Charge)                    | I= 2988.7mA, V=4.00V, P= 11.96W
46       | 58821.60        | 1192.17    | 恒压充电 (CV Charge)                    | I=  989.8mA, V=4.20V, P=  4.16W
47       | 60043.78        | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
48       | 60913.82        | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14104.6mA, V=3.81V, P=-53.72W
49       | 60988.78        | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4234.1mA, V=3.84V, P=-16.26W
50       | 61788.78        | 105.00     | 任务剖面: 降落 (Landing)                  | I=-15682.3mA, V=3.36V, P=-52.58W
51       | 61923.78        | 971.06     | 静置 (Rest)                           | I=    0.0mA, V=3.69V, P=  0.00W
52       | 62924.83        | 1580.34    | 恒流充电 (CC Charge)                    | I= 2989.0mA, V=4.00V, P= 11.96W
53       | 64535.18        | 1192.85    | 恒压充电 (CV Charge)                    | I=  987.0mA, V=4.20V, P=  4.15W
54       | 65758.03        | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
55       | 66628.07        | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14105.5mA, V=3.81V, P=-53.72W
56       | 66703.03        | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4234.1mA, V=3.84V, P=-16.26W
57       | 67503.03        | 105.00     | 任务剖面: 降落 (Landing)                  | I=-15687.2mA, V=3.36V, P=-52.58W
58       | 67638.02        | 963.05     | 静置 (Rest)                           | I=    0.0mA, V=3.69V, P=  0.00W
59       | 68631.07        | 1581.45    | 恒流充电 (CC Charge)                    | I= 2988.9mA, V=4.00V, P= 11.96W
60       | 70242.52        | 1194.34    | 恒压充电 (CV Charge)                    | I=  984.4mA, V=4.20V, P=  4.13W
61       | 71466.87        | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
62       | 72336.91        | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14105.3mA, V=3.81V, P=-53.72W
63       | 72411.87        | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4234.3mA, V=3.84V, P=-16.26W
64       | 73211.87        | 105.00     | 任务剖面: 降落 (Landing)                  | I=-15693.0mA, V=3.36V, P=-52.59W
65       | 73346.86        | 986.75     | 静置 (Rest)                           | I=    0.0mA, V=3.69V, P=  0.00W
66       | 74363.62        | 1582.24    | 恒流充电 (CC Charge)                    | I= 2989.0mA, V=4.00V, P= 11.96W
67       | 75975.86        | 1192.53    | 恒压充电 (CV Charge)                    | I=  982.6mA, V=4.20V, P=  4.13W
68       | 77198.39        | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
69       | 78068.43        | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14079.8mA, V=3.81V, P=-53.63W
70       | 78143.39        | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4234.3mA, V=3.84V, P=-16.26W
71       | 78943.39        | 105.00     | 任务剖面: 降落 (Landing)                  | I=-15695.7mA, V=3.36V, P=-52.59W
72       | 79078.38        | 1005.59    | 静置 (Rest)                           | I=    0.0mA, V=3.69V, P=  0.00W
73       | 80113.98        | 1583.25    | 恒流充电 (CC Charge)                    | I= 2989.0mA, V=4.00V, P= 11.96W
74       | 81727.22        | 1190.44    | 恒压充电 (CV Charge)                    | I=  980.4mA, V=4.20V, P=  4.12W
75       | 82947.66        | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
76       | 83817.70        | 74.96      | 任务剖面: 起飞 (Take-off)                 | I=-14105.8mA, V=3.81V, P=-53.72W
77       | 83892.66        | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4234.1mA, V=3.84V, P=-16.26W
78       | 84692.66        | 105.00     | 任务剖面: 降落 (Landing)                  | I=-15699.2mA, V=3.36V, P=-52.59W
79       | 84827.66        | 1005.71    | 静置 (Rest)                           | I=    0.0mA, V=3.69V, P=  0.00W
80       | 85863.37        | 1584.24    | 恒流充电 (CC Charge)                    | I= 2988.9mA, V=4.00V, P= 11.95W
81       | 87477.61        | 1192.85    | 恒压充电 (CV Charge)                    | I=  978.5mA, V=4.20V, P=  4.11W
82       | 88700.46        | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
83       | 89570.50        | 74.96      | 任务剖面: 起飞 (Take-off)                 | I=-14106.1mA, V=3.81V, P=-53.72W
84       | 89645.46        | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4234.1mA, V=3.84V, P=-16.26W
85       | 90445.46        | 105.00     | 任务剖面: 降落 (Landing)                  | I=-15702.3mA, V=3.36V, P=-52.59W
86       | 90580.46        | 1007.39    | 静置 (Rest)                           | I=    0.0mA, V=3.69V, P=  0.00W
87       | 91617.85        | 1584.61    | 恒流充电 (CC Charge)                    | I= 2988.9mA, V=4.00V, P= 11.95W
88       | 93232.46        | 1190.28    | 恒压充电 (CV Charge)                    | I=  977.6mA, V=4.20V, P=  4.11W
89       | 94452.74        | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
90       | 95322.78        | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14107.2mA, V=3.81V, P=-53.72W
91       | 95397.74        | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4234.7mA, V=3.84V, P=-16.26W
92       | 96197.74        | 105.00     | 任务剖面: 降落 (Landing)                  | I=-15705.9mA, V=3.36V, P=-52.59W
93       | 96332.74        | 1005.56    | 静置 (Rest)                           | I=    0.0mA, V=3.69V, P=  0.00W
94       | 97368.30        | 1585.15    | 恒流充电 (CC Charge)                    | I= 2988.7mA, V=4.00V, P= 11.95W
95       | 98983.45        | 1185.48    | 恒压充电 (CV Charge)                    | I=  976.3mA, V=4.20V, P=  4.10W
96       | 100198.93       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
97       | 101068.98       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14109.2mA, V=3.81V, P=-53.72W
98       | 101143.93       | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4234.9mA, V=3.84V, P=-16.26W
99       | 101943.93       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-15709.8mA, V=3.36V, P=-52.59W
100      | 102078.93       | 987.73     | 静置 (Rest)                           | I=    0.0mA, V=3.69V, P=  0.00W
101      | 103096.66       | 1586.43    | 恒流充电 (CC Charge)                    | I= 2989.0mA, V=4.00V, P= 11.95W
102      | 104713.09       | 1189.05    | 恒压充电 (CV Charge)                    | I=  974.5mA, V=4.20V, P=  4.09W
103      | 105932.14       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
104      | 106802.19       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14110.1mA, V=3.81V, P=-53.72W
105      | 106877.14       | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4235.2mA, V=3.84V, P=-16.26W
106      | 107677.14       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-15712.7mA, V=3.36V, P=-52.59W
107      | 107812.14       | 976.84     | 静置 (Rest)                           | I=    0.0mA, V=3.69V, P=  0.00W
108      | 108818.98       | 1586.70    | 恒流充电 (CC Charge)                    | I= 2989.0mA, V=4.00V, P= 11.95W
109      | 110435.67       | 1188.33    | 恒压充电 (CV Charge)                    | I=  974.0mA, V=4.20V, P=  4.09W
110      | 111654.01       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
111      | 112524.05       | 74.96      | 任务剖面: 起飞 (Take-off)                 | I=-14111.4mA, V=3.81V, P=-53.72W
112      | 112599.01       | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4235.5mA, V=3.84V, P=-16.26W
113      | 113399.01       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-15716.5mA, V=3.36V, P=-52.59W
114      | 113534.01       | 1003.46    | 静置 (Rest)                           | I=    0.0mA, V=3.68V, P=  0.00W
115      | 114567.46       | 1587.24    | 恒流充电 (CC Charge)                    | I= 2988.9mA, V=4.00V, P= 11.95W
116      | 116184.70       | 1193.72    | 恒压充电 (CV Charge)                    | I=  973.6mA, V=4.20V, P=  4.09W
117      | 117408.42       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
118      | 118278.47       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14112.1mA, V=3.81V, P=-53.72W
119      | 118353.42       | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4235.5mA, V=3.84V, P=-16.26W
120      | 119153.42       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-15718.9mA, V=3.36V, P=-52.59W
121      | 119288.42       | 993.83     | 静置 (Rest)                           | I=    0.0mA, V=3.68V, P=  0.00W
122      | 120312.25       | 1586.64    | 恒流充电 (CC Charge)                    | I= 2988.8mA, V=4.00V, P= 11.95W
123      | 121928.90       | 1196.32    | 恒压充电 (CV Charge)                    | I=  973.9mA, V=4.20V, P=  4.09W
124      | 123155.21       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
125      | 124025.26       | 74.96      | 任务剖面: 起飞 (Take-off)                 | I=-14113.7mA, V=3.81V, P=-53.72W
126      | 124100.22       | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4235.6mA, V=3.84V, P=-16.26W
127      | 124900.21       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-15722.5mA, V=3.36V, P=-52.59W
128      | 125035.21       | 992.68     | 静置 (Rest)                           | I=    0.0mA, V=3.68V, P=  0.00W
129      | 126057.89       | 1588.19    | 恒流充电 (CC Charge)                    | I= 2988.7mA, V=4.00V, P= 11.95W
130      | 127676.08       | 1195.23    | 恒压充电 (CV Charge)                    | I=  971.0mA, V=4.20V, P=  4.08W
131      | 128901.31       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
132      | 129771.36       | 74.96      | 任务剖面: 起飞 (Take-off)                 | I=-14114.4mA, V=3.81V, P=-53.72W
133      | 129846.32       | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4235.9mA, V=3.84V, P=-16.26W
134      | 130646.31       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-15725.6mA, V=3.36V, P=-52.59W
135      | 130781.31       | 1003.13    | 静置 (Rest)                           | I=    0.0mA, V=3.68V, P=  0.00W
136      | 131814.44       | 1588.62    | 恒流充电 (CC Charge)                    | I= 2988.8mA, V=4.00V, P= 11.95W
137      | 133433.06       | 1197.02    | 恒压充电 (CV Charge)                    | I=  970.5mA, V=4.20V, P=  4.08W
138      | 134660.09       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
139      | 135530.13       | 74.96      | 任务剖面: 起飞 (Take-off)                 | I=-14116.0mA, V=3.81V, P=-53.72W
140      | 135605.09       | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4236.2mA, V=3.84V, P=-16.26W
141      | 136405.09       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-15729.3mA, V=3.35V, P=-52.59W
142      | 136540.09       | 994.64     | 静置 (Rest)                           | I=    0.0mA, V=3.68V, P=  0.00W
143      | 137564.73       | 1588.57    | 恒流充电 (CC Charge)                    | I= 2988.6mA, V=4.00V, P= 11.95W
144      | 139183.30       | 1199.46    | 恒压充电 (CV Charge)                    | I=  970.9mA, V=4.20V, P=  4.08W
145      | 140412.76       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
146      | 141282.80       | 74.96      | 任务剖面: 起飞 (Take-off)                 | I=-14092.4mA, V=3.81V, P=-53.64W
147      | 141357.76       | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4236.5mA, V=3.84V, P=-16.26W
148      | 142157.76       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-15731.9mA, V=3.35V, P=-52.59W
149      | 142292.76       | 973.73     | 静置 (Rest)                           | I=    0.0mA, V=3.68V, P=  0.00W
150      | 143296.48       | 1589.09    | 恒流充电 (CC Charge)                    | I= 2988.8mA, V=4.00V, P= 11.95W
151      | 144915.58       | 1198.01    | 恒压充电 (CV Charge)                    | I=  970.2mA, V=4.20V, P=  4.07W
152      | 146143.59       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
153      | 147013.63       | 74.96      | 任务剖面: 起飞 (Take-off)                 | I=-14118.9mA, V=3.81V, P=-53.72W
154      | 147088.59       | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4236.7mA, V=3.84V, P=-16.26W
155      | 147888.59       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-15735.6mA, V=3.35V, P=-52.59W
156      | 148023.59       | 993.41     | 静置 (Rest)                           | I=    0.0mA, V=3.68V, P=  0.00W
157      | 149047.00       | 1589.35    | 恒流充电 (CC Charge)                    | I= 2989.0mA, V=4.00V, P= 11.95W
158      | 150666.34       | 1154.14    | 恒压充电 (CV Charge)                    | I=  990.6mA, V=4.20V, P=  4.16W
159      | 151850.49       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
160      | 152720.53       | 74.96      | 任务剖面: 起飞 (Take-off)                 | I=-14120.8mA, V=3.81V, P=-53.72W
161      | 152795.49       | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4237.1mA, V=3.84V, P=-16.26W
162      | 153595.49       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-15740.6mA, V=3.35V, P=-52.59W
163      | 153730.48       | 991.50     | 静置 (Rest)                           | I=    0.0mA, V=3.68V, P=  0.00W
164      | 154751.99       | 1591.71    | 恒流充电 (CC Charge)                    | I= 2988.9mA, V=4.00V, P= 11.96W
165      | 156373.70       | 1200.99    | 恒压充电 (CV Charge)                    | I=  948.2mA, V=4.20V, P=  3.98W
166      | 157604.68       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
167      | 158474.73       | 74.96      | 任务剖面: 起飞 (Take-off)                 | I=-14121.4mA, V=3.81V, P=-53.72W
168      | 158549.69       | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4237.0mA, V=3.84V, P=-16.26W
169      | 159349.68       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-15740.7mA, V=3.35V, P=-52.59W
170      | 159484.68       | 994.01     | 静置 (Rest)                           | I=    0.0mA, V=3.68V, P=  0.00W
171      | 160508.69       | 1764.65    | 恒流充电 (CC Charge)                    | I= 2885.7mA, V=4.01V, P= 11.55W
172      | 162303.34       | 1228.90    | 恒压充电 (CV Charge)                    | I=  974.9mA, V=4.20V, P=  4.09W
173      | 163562.24       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
174      | 164432.28       | 74.96      | 任务剖面: 起飞 (Take-off)                 | I=-14107.1mA, V=3.81V, P=-53.72W
175      | 164507.24       | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4234.5mA, V=3.84V, P=-16.26W
176      | 165307.24       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-15718.6mA, V=3.36V, P=-52.59W
177      | 165442.24       | 1124.67    | 静置 (Rest)                           | I=    0.0mA, V=3.68V, P=  0.00W
178      | 166596.91       | 1589.01    | 恒流充电 (CC Charge)                    | I= 2988.8mA, V=4.00V, P= 11.95W
179      | 168215.92       | 1203.55    | 恒压充电 (CV Charge)                    | I=  945.8mA, V=4.20V, P=  3.97W
180      | 169449.46       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
181      | 170319.51       | 74.96      | 任务剖面: 起飞 (Take-off)                 | I=-14123.2mA, V=3.81V, P=-53.72W
182      | 170394.47       | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4237.0mA, V=3.84V, P=-16.26W
183      | 171194.46       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-15745.7mA, V=3.35V, P=-52.59W
184      | 171329.46       | 991.26     | 静置 (Rest)                           | I=    0.0mA, V=3.68V, P=  0.00W
185      | 172350.73       | 1590.82    | 恒流充电 (CC Charge)                    | I= 2988.8mA, V=4.00V, P= 11.96W
186      | 173971.55       | 1206.62    | 恒压充电 (CV Charge)                    | I=  946.5mA, V=4.20V, P=  3.97W
187      | 175208.17       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
188      | 176078.22       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14124.9mA, V=3.81V, P=-53.72W
189      | 176153.17       | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4237.6mA, V=3.84V, P=-16.26W
190      | 176953.17       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-15749.3mA, V=3.35V, P=-52.59W
191      | 177088.17       | 1022.51    | 静置 (Rest)                           | I=    0.0mA, V=3.68V, P=  0.00W
192      | 178140.68       | 1591.01    | 恒流充电 (CC Charge)                    | I= 2989.2mA, V=4.00V, P= 11.96W
193      | 179761.69       | 1211.67    | 恒压充电 (CV Charge)                    | I=  946.0mA, V=4.20V, P=  3.97W
194      | 181003.36       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
195      | 181873.41       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14126.6mA, V=3.81V, P=-53.72W
196      | 181948.36       | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4238.0mA, V=3.84V, P=-16.26W
197      | 182748.36       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-15751.7mA, V=3.35V, P=-52.59W
198      | 182883.36       | 1011.49    | 静置 (Rest)                           | I=    0.0mA, V=3.68V, P=  0.00W
199      | 183924.84       | 1590.79    | 恒流充电 (CC Charge)                    | I= 2989.0mA, V=4.00V, P= 11.96W
200      | 185545.64       | 1211.86    | 恒压充电 (CV Charge)                    | I=  947.4mA, V=4.20V, P=  3.98W
201      | 186787.50       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
202      | 187657.54       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14128.8mA, V=3.80V, P=-53.72W
203      | 187732.50       | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4238.0mA, V=3.84V, P=-16.26W
204      | 188532.50       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-15755.4mA, V=3.35V, P=-52.59W
205      | 188667.49       | 985.61     | 静置 (Rest)                           | I=    0.0mA, V=3.68V, P=  0.00W
206      | 189683.10       | 1591.36    | 恒流充电 (CC Charge)                    | I= 2988.8mA, V=4.00V, P= 11.96W
207      | 191304.46       | 1211.33    | 恒压充电 (CV Charge)                    | I=  946.3mA, V=4.20V, P=  3.97W
208      | 192545.79       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
209      | 193415.84       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14129.8mA, V=3.80V, P=-53.72W
210      | 193490.79       | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4238.1mA, V=3.84V, P=-16.26W
211      | 194290.79       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-15758.2mA, V=3.35V, P=-52.59W
212      | 194425.79       | 1022.53    | 静置 (Rest)                           | I=    0.0mA, V=3.68V, P=  0.00W
213      | 195478.32       | 1591.04    | 恒流充电 (CC Charge)                    | I= 2988.8mA, V=4.00V, P= 11.96W
214      | 197099.36       | 1213.98    | 恒压充电 (CV Charge)                    | I=  947.1mA, V=4.20V, P=  3.98W
215      | 198343.34       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
216      | 199213.39       | 74.96      | 任务剖面: 起飞 (Take-off)                 | I=-14131.4mA, V=3.80V, P=-53.72W
217      | 199288.35       | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4238.4mA, V=3.84V, P=-16.26W
218      | 200088.34       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-15761.2mA, V=3.35V, P=-52.59W
219      | 200223.34       | 1005.09    | 静置 (Rest)                           | I=    0.0mA, V=3.68V, P=  0.00W
220      | 201258.43       | 1591.75    | 恒流充电 (CC Charge)                    | I= 2988.7mA, V=4.00V, P= 11.95W
221      | 202880.18       | 1215.77    | 恒压充电 (CV Charge)                    | I=  945.8mA, V=4.20V, P=  3.97W
222      | 204125.95       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
223      | 204996.00       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14132.8mA, V=3.80V, P=-53.72W
224      | 205070.95       | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4238.5mA, V=3.84V, P=-16.26W
225      | 205870.95       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-15764.0mA, V=3.35V, P=-52.59W
226      | 206005.95       | 1000.94    | 静置 (Rest)                           | I=    0.0mA, V=3.68V, P=  0.00W
227      | 207036.89       | 1591.53    | 恒流充电 (CC Charge)                    | I= 2989.0mA, V=4.00V, P= 11.95W
228      | 208658.42       | 1177.95    | 恒压充电 (CV Charge)                    | I=  967.2mA, V=4.20V, P=  4.06W
229      | 209866.37       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
230      | 210736.42       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14134.6mA, V=3.80V, P=-53.72W
231      | 210811.38       | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4238.9mA, V=3.84V, P=-16.26W
232      | 211611.37       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-15768.2mA, V=3.35V, P=-52.59W
233      | 211746.37       | 1001.21    | 静置 (Rest)                           | I=    0.0mA, V=3.68V, P=  0.00W
